,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
0,5222,Best Hideaway,7516,Marilyn,Manhattan,East Village,40.72764,-73.97949,Entire home/apt,116,30,94,2016-06-15,0.73,1,347,2009-02-23
1,9357,Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,40.76715,-73.98533,Entire home/apt,150,10,58,2017-08-13,0.48,1,142,2009-10-04
2,12343,BEST BET IN HARLEM,47727,Earl,Manhattan,Harlem,40.81175,-73.94478000000001,Entire home/apt,150,7,100,2019-07-31,0.85,1,317,2010-01-02
3,14287,Cozy 1BD on Central Park West in New York City,56094,Joya,Manhattan,Upper West Side,40.78635,-73.97008000000001,Entire home/apt,151,3,80,2019-09-09,0.68,1,109,2010-01-01
4,14322,Beautiful Apartment in Manhattan!!!,56284,Francesca,Manhattan,Kips Bay,40.73961,-73.98074,Entire home/apt,200,7,19,2019-03-25,0.21,1,316,2012-04-15
5,15396,Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,40.74623,-73.9953,Entire home/apt,375,180,5,2018-11-03,0.12,1,180,2016-03-23
6,15711,2 bedroom - Upper East Side-great for kids,61491,D,Manhattan,Upper East Side,40.77065,-73.95269,Entire home/apt,250,2,67,2019-08-26,0.57,2,229,2010-01-06
7,16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.80164,-73.93921999999999,Entire home/apt,225,4,197,2019-09-07,1.67,1,245,2010-01-02
8,17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72162,-73.98008,Entire home/apt,230,5,50,2019-07-09,0.43,1,137,2010-03-31
9,18127,Charming East Village One Bedroom Flat,69829,Josh,Manhattan,East Village,40.72828,-73.98801,Entire home/apt,170,5,21,2019-01-02,0.19,1,266,2010-09-17
10,19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Manhattan,Harlem,40.82915,-73.95136,Entire home/apt,110,31,55,2019-07-29,0.49,1,264,2010-06-24
11,19169,Entire 2 Bedroom - Large & Sunny,73128,Joanna,Manhattan,Lower East Side,40.718509999999995,-73.98892,Entire home/apt,285,5,73,2019-07-27,0.63,1,326,2010-04-03
12,21456,Light-filled classic Central Park ,42032,Dana,Manhattan,Upper West Side,40.79764,-73.96177,Entire home/apt,140,30,82,2019-07-07,0.71,1,236,2010-03-16
13,23686,2000 SF 3br 2ba West Village garden townhouse,93790,Ann,Manhattan,West Village,40.730959999999996,-74.00319,Entire home/apt,500,4,46,2019-05-18,0.53,2,246,2012-08-06
14,26559,Beautiful Apartment East Village,112793,Sally,Manhattan,East Village,40.7288,-73.98192,Entire home/apt,140,7,12,2017-12-11,0.12,1,231,2011-08-26
15,26933,2 BR / 2 Bath Duplex Apt with patio! East Village,72062,Bruce,Manhattan,East Village,40.7254,-73.98156999999999,Entire home/apt,350,2,7,2017-08-09,0.06,4,279,2010-06-08
16,26954,NYC fabulous views Manhattan's eye,115157,Nimo,Manhattan,Kips Bay,40.742940000000004,-73.98009,Entire home/apt,199,5,38,2015-12-02,0.37,1,319,2011-05-16
17,27385,Great Large 1 BR apt  in East Village!,72062,Bruce,Manhattan,East Village,40.72555,-73.97965,Entire home/apt,225,1,116,2019-07-01,1.04,4,279,2010-07-06
18,27644,Sugar Hill Rest Stop ,119510,Emma,Manhattan,Harlem,40.82754,-73.94919,Entire home/apt,170,2,201,2019-09-08,2.05,1,317,2011-08-23
19,27759,apartment next to Central park,119900,Sylvie,Manhattan,Upper West Side,40.778420000000004,-73.97556,Entire home/apt,170,7,14,2019-07-26,0.13,1,268,2010-08-18
20,29455,ACCOMMODATIONS GALORE #1,126607,Laurine,Manhattan,Harlem,40.816179999999996,-73.94894000000001,Entire home/apt,120,3,156,2019-08-18,1.4,3,214,2010-07-16
21,29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,Manhattan,East Village,40.72392,-73.99143000000001,Entire home/apt,185,5,78,2019-09-07,0.69,1,268,2010-05-26
22,32329,Fully Furnished Beautiful 1 Bedroom,139853,Victor,Manhattan,East Village,40.72895,-73.98376999999999,Entire home/apt,160,14,3,2016-08-19,0.04,1,343,2012-09-01
23,36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,225,45,135,2019-08-30,1.22,1,266,2010-08-11
24,38638,Light and Airy Upper East Side 1 BDR apartment,92788,Sara,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,219,4,126,2019-06-26,1.14,2,297,2010-08-05
25,39267,CENTRAL PARK LOFT all for YOU,168417,Marie,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,240,2019-08-15,2.6,2,136,2012-02-16
26,40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Sylvia,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,2016-09-23,0.08,1,365,2015-05-07
27,44221,Financial District Luxury Loft,193722,Coral,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,196,3,117,2019-07-12,1.06,1,147,2010-08-29
28,44288,Lovely West Village Studio on tree lined street,193637,Sara,Manhattan,West Village,40.737559999999995,-74.00405,Entire home/apt,170,3,88,2019-08-09,0.8,1,219,2010-08-28
29,44472,Large Artist Designer Loft in NoHo,170703,L Tree,Manhattan,NoHo,40.72825,-73.99286,Entire home/apt,385,3,25,2019-08-24,0.23,1,110,2010-08-18
30,44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Laurine,Manhattan,Harlem,40.815259999999995,-73.94791,Entire home/apt,165,3,84,2019-08-05,0.77,3,207,2010-09-14
31,45393,Greenwich Village Stylish Apartment,201297,Myrna,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,150,26,38,2016-04-20,0.35,1,250,2010-09-27
32,48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,30,113,2019-09-03,1.06,1,278,2010-12-06
33,54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,121,1,109,2019-08-09,1.03,5,283,2011-01-02
34,55737,Sleek & Comfortable Soho Apt,263414,Pete,Manhattan,West Village,40.728609999999996,-74.0049,Entire home/apt,199,5,130,2019-08-18,1.21,1,303,2010-11-08
35,56467,Cozy East Village Railroad 1 Bed!,267593,Leonardo,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,130,1,213,2019-09-05,2.08,1,110,2011-04-18
36,57740,Quiet & Clean Retreat in the City,275459,I,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,2019-05-24,0.07,1,334,2010-12-16
37,57754,Stylish Large Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.7403,-73.98498000000001,Entire home/apt,305,2,110,2019-08-13,1.09,1,268,2011-05-24
38,57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,Harlem,40.809309999999996,-73.94343,Entire home/apt,155,3,231,2019-08-27,2.14,2,265,2010-11-08
39,59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,46,2019-08-27,0.43,1,292,2010-12-27
40,60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,98,2019-08-08,1.01,1,312,2011-09-15
41,60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.79163,-73.94573000000001,Entire home/apt,125,28,184,2019-06-30,1.8,2,335,2011-04-22
42,60680,The gem of the East Village,292630,,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,134,2019-08-28,1.26,1,313,2010-12-14
43,60948,ACCOMMODATIONS GALORE #2,126607,Laurine,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,142,2019-08-25,1.34,3,209,2011-01-03
44,61509,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,40.757490000000004,-73.96897,Entire home/apt,110,200,92,2019-04-30,0.88,1,179,2011-01-29
45,62468,"Great Apt, Great Location",304081,Rodrigo,Manhattan,Upper West Side,40.79323,-73.97267,Entire home/apt,170,5,30,2018-08-11,0.29,1,324,2011-05-08
46,62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,187,2019-08-02,1.76,2,313,2010-12-20
47,63693,Cottage in the Village,306545,Olivia,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,145,2019-08-11,1.37,2,329,2011-01-06
48,65019,Charming UWS Treehouse Apt,317809,Claire,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,225,2019-09-06,2.2,1,219,2011-04-25
49,65562,CHARMING EAST VILLAGE 2 (or 1) BR,320450,Mary D,Manhattan,East Village,40.72956,-73.98158000000001,Entire home/apt,129,7,5,2019-01-03,0.14,1,295,2016-09-17
50,66718,West Harlem Home Base - Eco-Apt.,136227,Henning,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,192,2019-09-03,1.87,1,222,2011-04-14
51,67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79603,-73.94903000000001,Entire home/apt,124,28,23,2019-07-27,0.27,1,110,2012-09-01
52,68305,Your Home Away From Home,338454,Share,Manhattan,Harlem,40.82976,-73.94866999999999,Entire home/apt,85,20,65,2019-08-23,0.68,1,365,2011-10-30
53,68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Little Italy,40.719429999999996,-73.99627,Entire home/apt,575,2,198,2019-08-25,1.91,1,309,2011-03-04
54,70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,52,2019-09-02,0.51,4,276,2011-04-04
55,71010,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,Manhattan,Washington Heights,40.83494,-73.93869000000001,Entire home/apt,250,3,33,2019-07-13,0.43,2,316,2013-05-23
56,71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,West Village,40.729659999999996,-74.00243,Entire home/apt,200,30,40,2019-08-23,0.44,1,195,2012-04-16
57,74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,4,26,2015-11-25,0.27,3,208,2011-09-14
58,75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.718759999999996,-73.98394,Entire home/apt,150,3,295,2019-08-28,2.84,1,193,2011-02-28
59,98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,2018-06-11,0.19,1,255,2011-07-07
60,103806,BOHEMIAN EAST VILLAGE 2 BED HAVEN,251176,Jason,Manhattan,East Village,40.725770000000004,-73.98745,Entire home/apt,249,5,168,2019-08-07,1.66,2,244,2011-05-25
61,107895,Riverside Charm with Fire Place,3088389,Kai,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,54,2019-08-26,0.6,1,163,2012-04-27
62,110739,Central Nomad/Chelsea Loft Studio - metro dnstairs,568568,Driss,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,139,30,56,2019-09-02,0.58,1,134,2011-09-22
63,112359,UES Quiet & Spacious 1 bdrm for 4,571952,Olivia,Manhattan,Upper East Side,40.784909999999996,-73.9508,Entire home/apt,225,2,58,2019-08-03,0.57,1,287,2011-05-25
64,114229,2 Bedroom SoHo Apartment (Bowery),314941,Tony,Manhattan,Lower East Side,40.71895,-73.99434000000001,Entire home/apt,211,1,59,2019-09-06,0.66,3,330,2012-05-17
65,115678,Your Stunning Vacation Apartment!,127772,Will,Manhattan,Harlem,40.818220000000004,-73.94095,Entire home/apt,99,1,329,2019-08-17,3.25,1,267,2011-05-23
66,123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,40.804809999999996,-73.94794,Entire home/apt,110,2,149,2019-08-17,1.48,2,306,2011-05-30
67,125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,Manhattan,East Village,40.72533,-73.99143000000001,Entire home/apt,395,2,75,2019-08-25,0.77,1,194,2011-09-11
68,126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,Seith,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,418,2019-09-04,4.15,3,217,2011-06-09
69,128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,118,2019-07-21,1.17,5,303,2011-06-08
70,140973,"East Village, King-Sized, Charmer",686147,Dave,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,70,2019-08-28,0.7,1,265,2011-07-03
71,141984,Charming Nolita Apartment!!,630453,Vanessa,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,69,2019-08-30,0.69,1,288,2011-06-20
72,144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,18,2019-08-03,0.18,1,337,2011-07-03
73,148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,1,198,2019-09-09,2.2,1,282,2012-04-23
74,150804,Lower East Side 2 Bed Apt.,726333,Peter,Manhattan,Lower East Side,40.720079999999996,-73.98404000000001,Entire home/apt,250,4,25,2019-08-24,0.25,1,103,2011-08-18
75,152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.804970000000004,-73.95016,Entire home/apt,300,2,211,2019-09-08,2.18,3,293,2011-09-26
76,160994,In the heart of East Village,770831,James,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,107,2019-08-25,1.1,1,200,2011-09-16
77,161996,Manhattan Penthouse-Max.12 guests,1856604,"Robert ""Bob""",Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,233,2019-08-26,2.34,1,291,2011-07-11
78,163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5 ☆,627217,Seith,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,293,2019-09-12,2.99,3,270,2011-08-23
79,166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,Manhattan,Upper West Side,40.800059999999995,-73.96049000000001,Entire home/apt,250,31,188,2018-08-23,1.9,1,270,2011-07-30
80,168810,Lovely Vintage Haven—Heart of UWS,747698,Linda & Chris,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,2013-10-15,0.12,1,251,2011-11-30
81,173742,"Elegant 2-BR duplex, Union Square",829652,Donna,Manhattan,Gramercy,40.734759999999994,-73.98451999999999,Entire home/apt,400,2,106,2019-06-29,1.11,1,330,2011-11-16
82,177606,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,849492,Kathrine,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,94,2019-08-12,0.97,1,303,2011-09-15
83,179741,Spring st SoHo Apartment,314941,Tony,Manhattan,Nolita,40.72133,-73.99665999999999,Entire home/apt,300,1,8,2019-09-07,0.08,3,150,2011-10-26
84,182069,Cozy studio Apartment in Upper East,39260,Mat,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,93,2019-09-09,0.96,1,314,2011-09-27
85,190267,Large Luxury Upper East Side Studio,918866,Marina,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,40,2019-07-24,0.41,1,102,2011-08-29
86,208122,Fantastic Lower East Side Studio,1024248,Tyler,Manhattan,Lower East Side,40.71897,-73.98834000000001,Entire home/apt,111,3,31,2019-08-30,0.32,1,226,2011-09-06
87,211974,East Village House -- Unique!,272730,Goldi,Manhattan,East Village,40.72956,-73.97903000000001,Entire home/apt,250,1,66,2019-08-17,0.69,1,174,2011-10-16
88,219818,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Jena (Keera),Manhattan,Lower East Side,40.718920000000004,-73.98401,Entire home/apt,199,1,14,2015-07-20,0.15,1,224,2011-11-05
89,220946,Newly Reno’d Chic Quiet Exec 1BR,1144415,Lisa,Manhattan,East Village,40.72229,-73.97901,Entire home/apt,146,3,145,2019-08-13,1.5,1,200,2011-10-05
90,222913,Cozy two bedroom in L.E.S.,1157620,Rachel,Manhattan,Lower East Side,40.712379999999996,-73.98329,Entire home/apt,250,30,221,2019-05-24,2.33,1,352,2011-11-30
91,227735,Alpha-Bet City entire floor large cool 2br -L.E.S,1187935,Daniel,Manhattan,East Village,40.72416,-73.9853,Entire home/apt,288,1,130,2019-09-04,1.34,2,236,2011-09-26
92,228496,"Spacious, Kid-Friendly 2 BR in West Village",1192424,Gordon,Manhattan,West Village,40.73507,-74.00048000000001,Entire home/apt,225,3,13,2019-05-26,0.15,1,101,2012-08-13
93,230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,40.792390000000005,-73.94535,Entire home/apt,135,28,115,2019-06-30,1.19,2,335,2011-09-28
94,232618,"Spacious, well furnished, high fl. beautiful views",763420,Selma,Manhattan,East Harlem,40.79442,-73.93433,Entire home/apt,135,1,108,2019-08-28,1.56,1,277,2014-01-07
95,233189,NYC Studio in Heart of Times Square,1220414,Michael,Manhattan,Hell's Kitchen,40.76166,-73.99675,Entire home/apt,179,30,84,2019-08-03,0.87,1,109,2011-10-25
96,234184,Spacious Stunning Harlem Townhouse,902054,William,Manhattan,Harlem,40.80903,-73.94197,Entire home/apt,325,5,91,2019-08-20,0.94,1,162,2011-10-10
97,235960,"LES private apt, 1 bedroom & more",1236817,Blue,Manhattan,Lower East Side,40.720659999999995,-73.98506,Entire home/apt,200,3,101,2019-07-28,1.05,1,258,2011-10-10
98,236755,Large 1 bedroom - central location West 80's,904746,Maz    Michelle,Manhattan,Upper West Side,40.78909,-73.98121,Entire home/apt,177,3,39,2014-09-27,0.41,1,312,2011-10-20
99,237127,LOCATION LOCATION LOCATION Liz's,1146958,Liz,Manhattan,Kips Bay,40.73833,-73.98186,Entire home/apt,99,30,139,2019-04-28,1.55,4,307,2012-05-09
100,245607,big 1 bedroom apt very central,825022,Jaidev,Manhattan,Chelsea,40.75127,-73.99637,Entire home/apt,226,5,35,2019-07-21,0.39,1,280,2012-05-30
101,246938,Scandinavian-apt for up to 5. LES,936630,Jens,Manhattan,Lower East Side,40.718759999999996,-73.98850999999999,Entire home/apt,154,1,247,2019-08-25,2.63,1,292,2011-12-23
102,248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,605463,West Village,Manhattan,West Village,40.73066,-74.00287,Entire home/apt,700,3,137,2019-08-19,1.43,4,306,2011-10-25
103,249804,UWS City Cottage Style 1 Bed Apt,1309145,Franca,Manhattan,Upper West Side,40.789640000000006,-73.98204,Entire home/apt,130,7,37,2017-07-14,0.39,1,263,2011-11-05
104,250801,Heart & Soul of Greenwich Village,1314834,Rhona,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,2,109,2019-08-14,1.14,1,265,2011-11-07
105,253590,Large 1 Bedroom furnished on UWS,1331850,G,Manhattan,Upper West Side,40.797709999999995,-73.96323000000001,Entire home/apt,185,2,18,2019-08-21,0.25,1,259,2013-10-19
106,255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,Manhattan,Nolita,40.720040000000004,-73.99424,Entire home/apt,495,7,25,2019-06-30,0.26,1,315,2011-12-10
107,256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,Manhattan,Chelsea,40.74599,-74.00253000000001,Entire home/apt,760,2,8,2019-07-04,0.08,1,360,2011-12-04
108,260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,Manhattan,Upper East Side,40.76928,-73.95021,Entire home/apt,189,2,322,2019-09-01,3.45,2,328,2012-01-16
109,262583,Landmark 2 Bedroom West Village NYC,605463,West Village,Manhattan,West Village,40.73312,-74.0042,Entire home/apt,300,4,158,2019-08-29,1.67,4,274,2011-12-14
110,263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,255,2,130,2019-07-14,1.39,1,121,2012-01-04
111,265831,Designer Loft in Soho with lots of light,1394190,Jen,Manhattan,Nolita,40.72313,-73.99438,Entire home/apt,310,5,5,2018-07-05,0.08,1,130,2014-10-12
112,266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,109,30,36,2019-03-19,0.38,5,313,2011-12-19
113,266155,One bed suite with private garden,1385157,Brian,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,167,30,16,2019-03-31,0.17,5,317,2011-12-13
114,266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,195,4,68,2019-06-03,0.75,1,314,2012-03-24
115,271694,"Easy, comfortable studio in Midtown",1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125,365,19,2015-09-08,0.21,1,365,2012-02-27
116,271954,Beautiful brownstone apartment,1423798,Aj,Manhattan,Greenwich Village,40.73388,-73.99452,Entire home/apt,150,2,208,2019-08-17,2.22,1,312,2012-01-01
117,272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,Manhattan,Washington Heights,40.85774,-73.92900999999999,Entire home/apt,56,122,20,2018-01-02,0.39,1,267,2015-06-22
118,272044,Luxury Designer Downtown Apartment,1195295,M,Manhattan,East Village,40.722570000000005,-73.98465,Entire home/apt,299,3,49,2018-10-27,0.52,1,356,2011-12-06
119,273190,6 Bedroom Landmark West Village Townhouse,605463,West Village,Manhattan,West Village,40.73301,-74.00268,Entire home/apt,1300,5,29,2019-07-01,0.32,4,318,2012-02-22
120,274743,Charming furnished Studio-Loft,1436404,Catherine,Manhattan,Upper East Side,40.77368,-73.95198,Entire home/apt,110,15,1,2014-08-31,0.02,1,309,2014-08-31
121,277370,Location wins for East Village Apt,1448432,Jim,Manhattan,East Village,40.73168,-73.98662,Entire home/apt,139,1125,53,2019-07-28,0.59,1,363,2012-05-15
122,279093,Huge Apartment!  Amazing View!,1455825,Erica,Manhattan,Harlem,40.82977,-73.94071,Entire home/apt,300,3,2,2018-04-10,0.05,1,365,2016-08-08
123,283194,True 2 Bed/2 Bath in Chelsea,1474539,Javeria,Manhattan,Chelsea,40.74388,-73.99923000000001,Entire home/apt,500,2,74,2019-06-09,0.79,1,261,2012-01-06
124,289288,Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,219,2,129,2019-05-11,1.39,1,287,2012-01-27
125,290457,Between Two Bridges 2BD -Whole Apt!,207124,Mikki & Bazi,Manhattan,Chinatown,40.71283,-73.99703000000001,Entire home/apt,139,30,38,2019-09-01,0.41,1,156,2012-02-17
126,291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,Manhattan,Upper West Side,40.773379999999996,-73.98886999999999,Entire home/apt,209,7,14,2019-06-25,0.16,1,237,2012-05-27
127,292121,1 bedroom apt in Midtown West,169927,Hubert,Manhattan,Hell's Kitchen,40.7625,-73.9869,Entire home/apt,199,3,4,2018-09-12,0.07,1,267,2015-01-02
128,295998,Panoramic View Central Park & NYC,568585,Alan,Manhattan,Upper West Side,40.7909,-73.96762,Entire home/apt,300,5,43,2019-09-02,0.55,1,103,2013-04-04
129,299078,Charming 1BD in SoHo,787261,L,Manhattan,SoHo,40.72509,-74.00304,Entire home/apt,250,5,153,2019-08-24,1.66,1,118,2012-02-13
130,310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,109,30,19,2019-08-27,0.21,5,266,2012-04-13
131,313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,99,30,13,2019-04-23,0.32,9,304,2016-05-31
132,320865,Harlem on the Range,1643782,Katy,Manhattan,Harlem,40.8076,-73.94433000000001,Entire home/apt,135,30,26,2019-08-05,0.29,1,273,2012-03-27
133,323706,Elegant Spacious Family Townhouse,6064192,Ted And Diane,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,499,30,64,2018-08-03,0.7,1,169,2012-03-07
134,325429,Lovely Upper East Yorkville 1 BDRM,92788,Sara,Manhattan,Upper East Side,40.7761,-73.95265,Entire home/apt,219,4,104,2019-09-09,1.14,2,286,2012-03-24
135,327778,NYC Summer Discount,1675255,Nil,Manhattan,Kips Bay,40.740159999999996,-73.97665,Entire home/apt,106,3,15,2019-08-07,0.17,1,268,2012-04-04
136,328040,"Awesome views, Central location",1676487,Robyn,Manhattan,Midtown,40.75023,-73.98293000000001,Entire home/apt,299,10,22,2019-09-04,0.3,1,161,2013-09-28
137,329310,Creative Director's Chinatown Loft,1681546,Todd,Manhattan,Chinatown,40.71638,-73.99167,Entire home/apt,250,15,10,2019-08-25,0.11,1,256,2012-05-21
138,342027,Serenity amidst the busy city,168417,Marie,Manhattan,Upper East Side,40.776309999999995,-73.95289,Entire home/apt,121,1,16,2019-06-16,0.18,2,335,2012-06-29
139,347865,ARTY 2 BED EAST VILLAGE GEM,251176,Jason,Manhattan,East Village,40.72143,-73.98116999999999,Entire home/apt,189,3,266,2019-07-20,2.93,2,321,2012-03-29
140,351859,Exquisite Spacious Studio in Midtown,417652,Ron,Manhattan,Chelsea,40.74964,-73.99158,Entire home/apt,265,4,78,2019-09-03,0.87,1,315,2012-05-09
141,353317,Lower East Side 1bedroom apt in NYC,314377,Marc,Manhattan,Chinatown,40.71515,-73.99029,Entire home/apt,129,3,139,2019-08-29,1.53,1,134,2012-03-27
142,357509,Manhattan -  Best Location in Midtown,684129,Ellie,Manhattan,Midtown,40.75407,-73.96713000000001,Entire home/apt,110,7,27,2019-03-01,0.3,1,255,2012-05-22
143,378460,Cozy 2 BD in Midtown West,1900800,Geny,Manhattan,Hell's Kitchen,40.75643,-73.99046,Entire home/apt,200,7,14,2019-07-08,0.15,1,305,2012-04-09
144,387735,LOCATION LOCATION LOCATION Sara's,1146958,Liz,Manhattan,Gramercy,40.73677,-73.98084,Entire home/apt,99,30,129,2019-07-31,1.43,4,311,2012-04-25
145,396636,Stylish Designer Studio with Piano,1981742,Daniel,Manhattan,Harlem,40.830909999999996,-73.94223000000001,Entire home/apt,135,5,39,2019-08-20,0.44,1,280,2012-06-18
146,398281,One Block From Central Park!,325790,Michael,Manhattan,Upper East Side,40.78521,-73.95489,Entire home/apt,200,7,30,2016-12-04,0.33,1,255,2012-04-15
147,401836,"Sunny UES 1.5 Bedroom, Sleeps 6",2005740,Maya,Manhattan,Upper East Side,40.76494,-73.95804,Entire home/apt,300,4,21,2019-07-26,0.23,1,124,2012-04-07
148,405408,"Magazine SOHO Studio Loft. 
Read our reviews!",2020431,M. C.,Manhattan,SoHo,40.72057,-73.99976,Entire home/apt,225,3,137,2019-09-10,1.53,1,275,2012-05-01
149,413775,Midtown East Sutton Area Entire Apt,2058589,Cary,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,275,2,17,2019-06-25,0.24,1,167,2013-12-09
150,424192,luxury 1 BedRoom Apt Hells Kitchen,2108853,Jasen,Manhattan,Hell's Kitchen,40.7559,-73.99469,Entire home/apt,325,30,18,2016-05-21,0.2,1,364,2012-05-02
151,424767,"Chic, Spacious Loft + Backyard",2103888,Akari,Manhattan,Midtown,40.74406,-73.98273,Entire home/apt,325,2,204,2019-08-25,2.27,1,193,2012-04-29
