,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
619,3817666,ColumbusCircle~W/D~new BLDG~Balcony,2119276,Host,Manhattan,Hell's Kitchen,40.7662,-73.98612,Entire home/apt,150,30,11,2019-03-23,0.19,39,347,2015-01-19
620,3818279,Reno1BR~RiverView~Luxury24D~Roof~,2119276,Host,Manhattan,Murray Hill,40.74445,-73.97180999999999,Entire home/apt,200,30,7,2018-08-20,0.14,39,255,2015-06-18
621,3819703,5107-Studio Doorman GYM LuX,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.790820000000004,-73.97452,Entire home/apt,140,30,4,2017-09-04,0.09,92,323,2015-12-23
622,3848431,Apt in Harlem 1 month minimun stay,19839188,Dolores,Manhattan,Harlem,40.820190000000004,-73.95448,Entire home/apt,120,25,8,2019-08-28,0.14,1,288,2014-11-04
623,3849347,Beautiful 1b Bloomingdales location,1475015,Mike,Manhattan,Upper East Side,40.76236,-73.96642,Entire home/apt,130,30,2,2016-07-16,0.04,52,350,2015-05-04
624,3861943,Spacious Studio in Time Square,14733148,Susan,Manhattan,Hell's Kitchen,40.76052,-73.99115,Entire home/apt,860,4,39,2016-08-17,0.65,1,365,2014-09-30
625,3866843,"Renovated, Nice 1BD Central Park",1475015,Mike,Manhattan,Upper West Side,40.769079999999995,-73.98483,Entire home/apt,87,30,5,2019-03-16,0.09,52,231,2015-04-19
626,3866888,Midtown NYC 2bdrm with patio! 2D,17770287,Nina,Manhattan,Midtown,40.7495,-73.98313,Entire home/apt,150,30,14,2019-08-10,0.24,14,267,2014-12-01
627,3867705,5146-Doorman Pool!1 bedroom View,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.7937,-73.9659,Entire home/apt,185,30,2,2018-07-16,0.11,92,347,2018-03-31
628,3882466,5132- Huge Studio! SWIMMING POOL,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.795629999999996,-73.9664,Entire home/apt,168,30,4,2019-03-31,0.15,92,350,2017-06-16
629,3888752,"Bright, quiet, cozy 1BR by C Park!",20116872,Michael,Manhattan,Upper West Side,40.77571,-73.97757,Entire home/apt,195,1,410,2019-09-03,6.66,1,247,2014-08-25
630,3905849,Stylish Gramercy Park Duplex LOFT,3097631,Max,Manhattan,Gramercy,40.7364,-73.98436,Entire home/apt,120,10,51,2019-07-01,0.83,1,201,2014-08-31
631,3915796,Central Park Life! Beautiful 1 Bed.,1475015,Mike,Manhattan,Upper West Side,40.769040000000004,-73.98494000000001,Entire home/apt,125,30,8,2018-07-01,0.13,52,325,2014-08-22
632,3916312,Cozy Artist Space,20286123,Kenneth,Manhattan,Harlem,40.82079,-73.95115,Entire home/apt,145,1,24,2019-07-28,0.39,1,255,2014-09-08
633,3922417,"Safe, Quiet and Bright near Subways has 2 beds",7245581,Michael,Manhattan,Chelsea,40.75076,-73.99588,Entire home/apt,97,105,15,2019-01-15,0.26,19,239,2014-12-11
634,3923128,Sunny 1-BR Apt with Soaking Tub,13347167,AFI Apartments,Manhattan,Upper East Side,40.77237,-73.95536,Entire home/apt,117,30,3,2018-08-31,0.09,29,316,2016-12-25
635,3924092,Lincoln Center Area Apartment,13135873,Jan,Manhattan,Upper West Side,40.77595,-73.97966,Entire home/apt,225,7,28,2019-08-28,0.69,1,144,2016-05-16
636,3944627,Gramercy One Bedroom w Two Beds,71418,Matt,Manhattan,Gramercy,40.73845,-73.98373000000001,Entire home/apt,200,7,10,2018-06-29,0.16,1,167,2014-09-16
637,3946115,Large 3 bedroom on Upper West Side,20449763,Christine,Manhattan,Upper West Side,40.80075,-73.9677,Entire home/apt,450,1,1,2016-12-30,0.03,1,120,2016-12-30
638,3946288,"A Safe & Pleasant Time in NYC, 3",20438402,Geoff & Aurelia,Manhattan,East Harlem,40.79365,-73.9349,Entire home/apt,540,3,20,2018-12-05,0.36,3,344,2015-02-20
639,3957619,"Prime SoHo! shops, food, fun",12485770,Raanan,Manhattan,SoHo,40.72699,-74.0012,Entire home/apt,110,30,3,2017-03-26,0.05,9,322,2014-12-22
640,3970936,"Prime Gramercy, Luxury 1BD DOORMAN",1475015,Mike,Manhattan,Gramercy,40.73771,-73.98058,Entire home/apt,150,30,1,2014-10-08,0.02,52,364,2014-10-08
641,3983643,Gorgeous 1BD Best Gramercy Park,1475015,Mike,Manhattan,Gramercy,40.73731,-73.98338000000001,Entire home/apt,130,30,2,2015-10-30,0.04,52,337,2015-05-01
642,3984168,Union Square~Reno 2BR~Great Value,2119276,Host,Manhattan,East Village,40.73256,-73.98558,Entire home/apt,170,30,12,2019-08-23,0.2,39,313,2014-11-10
643,3985673,NYC Artists Loft in Chelsea,6337882,Michael,Manhattan,Chelsea,40.753190000000004,-74.00159000000001,Entire home/apt,300,2,12,2019-07-06,0.2,1,202,2014-10-25
644,3993392,Stylish 2bdr harlem brownstone,11790239,Mina,Manhattan,Harlem,40.81453,-73.94807,Entire home/apt,226,3,8,2015-10-19,0.13,3,322,2014-10-19
645,4025329,SPACIOUS STUDIO-HIGH END FINISHES,9743617,Patricia,Manhattan,Harlem,40.81586,-73.94117,Entire home/apt,129,5,98,2019-09-07,1.69,2,258,2014-12-09
646,4039038,Luxurious private garden apartment,2282450,Philip,Manhattan,West Village,40.73578,-74.00388000000001,Entire home/apt,385,3,76,2019-08-26,1.33,3,172,2014-12-29
647,4053287,Spacious Apartment with River Views!,21019260,Michael And Donna,Manhattan,Roosevelt Island,40.76365,-73.94914,Entire home/apt,125,60,6,2019-06-30,0.11,1,278,2015-01-15
648,4054450,Comfortable & Spacious Home in NYC,4054295,Charles,Manhattan,Hell's Kitchen,40.76331,-73.99262,Entire home/apt,450,3,29,2019-08-22,0.48,1,240,2014-09-17
649,4077428,Amazing park view in the LES!!!,21149119,David,Manhattan,Chinatown,40.71585,-73.99014,Entire home/apt,225,3,2,2015-10-04,0.03,1,288,2014-10-12
650,4081800,Classic Brownstone Apartment,4835582,Julia,Manhattan,Harlem,40.80856,-73.94573000000001,Entire home/apt,130,2,193,2019-08-21,3.75,1,294,2015-06-22
651,4121363,Large Garden Alcove Studio Apartment in Manhattan,21380762,Rachel,Manhattan,East Harlem,40.80738,-73.93706999999999,Entire home/apt,75,30,7,2019-08-03,0.13,1,181,2015-04-29
652,4126452,Quiet Two Bedroom Apartment ,21405141,Altin,Manhattan,Gramercy,40.733270000000005,-73.98503000000001,Entire home/apt,200,3,13,2015-10-19,0.22,1,224,2014-10-06
653,4136596,Entire Home/1 Bedroom Apt LES,21459667,Joanna,Manhattan,Lower East Side,40.72005,-73.98649,Entire home/apt,200,30,37,2019-08-26,0.62,1,239,2014-11-01
654,4148088,Central Harlem Private Studio,11950557,Loni & Russ,Manhattan,Harlem,40.80709,-73.94951999999999,Entire home/apt,135,2,234,2019-07-22,3.89,1,255,2014-10-06
655,4154009,Luxury One Bedroom View on CP,17477908,Mat,Manhattan,Upper West Side,40.79545,-73.96595,Entire home/apt,250,30,5,2017-08-02,0.09,4,333,2015-04-21
656,4180643,luxury one bedroom apt in prime LES location,21688467,Avril,Manhattan,Lower East Side,40.718140000000005,-73.98411,Entire home/apt,150,60,9,2019-03-27,0.15,1,257,2014-10-08
657,4187387,Beautiful Studio in posh Upper East,20289059,Cristina,Manhattan,Upper East Side,40.7661,-73.9573,Entire home/apt,139,2,166,2019-08-30,2.76,1,274,2014-10-06
658,4197760,PRIVATE 1 BedRoom very QUIET Upper East Side Apt!,21777274,Kelly,Manhattan,Upper East Side,40.76169,-73.95682,Entire home/apt,92,3,182,2019-08-10,3.07,1,308,2014-11-03
659,4204302,Prime W. Village location 1 bdrm,17550546,Genevieve,Manhattan,Greenwich Village,40.732929999999996,-73.99781999999999,Entire home/apt,180,1250,2,2014-11-09,0.03,1,365,2014-10-19
660,4220151,"Clean/Quiet Apt, Great Location, with washer/dryer",21903562,David,Manhattan,Chelsea,40.74588,-74.00055,Entire home/apt,159,1,212,2019-08-23,3.57,1,266,2014-10-27
661,4241486,Floor Through East Village Lux Apt,22009089,Lorcan,Manhattan,East Village,40.72685,-73.98638000000001,Entire home/apt,280,2,92,2019-07-04,1.54,1,107,2014-10-12
662,4249131,BEST LOCATION in MANHATTAN!,12534414,Gina,Manhattan,East Village,40.73175,-73.98756,Entire home/apt,96,1,208,2019-08-29,3.51,1,188,2014-11-01
663,4261214,Cozy place in Uptown Manhattan,22022473,Gita,Manhattan,Harlem,40.80936,-73.94454,Entire home/apt,149,30,84,2019-08-22,1.41,1,172,2014-10-18
664,4274589,Modern XL Tribeca apt with terrace ,16666294,Lp,Manhattan,Tribeca,40.71743,-74.00623,Entire home/apt,215,2,23,2017-04-12,0.39,1,254,2014-10-24
665,4274595,Garden Oasis Apartment - 2 bedroom,22088164,Julia,Manhattan,East Harlem,40.80751,-73.94097,Entire home/apt,200,3,171,2019-09-01,2.89,1,261,2014-11-03
666,4276532,Harlem Getaway Jazz Mansion,9854191,Joyce,Manhattan,Harlem,40.80469,-73.94594000000001,Entire home/apt,1000,3,41,2019-09-10,0.75,1,300,2015-03-15
667,4278084,Midtown NYC Studio Apartment 4E,17770287,Nina,Manhattan,Midtown,40.75062,-73.98246999999999,Entire home/apt,75,30,13,2019-01-17,0.22,14,133,2014-11-08
668,4279550,Pure Serenity 1BR in the Lower East Side,22218694,Lea,Manhattan,Lower East Side,40.719120000000004,-73.9863,Entire home/apt,180,1,125,2019-09-08,2.12,2,333,2014-11-12
669,4282998,Spacious 1 BR & terrace on 19th floor viewing NYC,9471525,Chris,Manhattan,Kips Bay,40.74092,-73.97816999999999,Entire home/apt,200,7,9,2019-01-05,0.15,1,316,2014-10-08
670,4284031,BRIGHT BEAUTIFUL CHELSEA APT,4532548,Tess,Manhattan,Chelsea,40.74305,-73.99733,Entire home/apt,160,2,85,2019-09-06,1.43,1,119,2014-10-29
671,4286196,Two bedroom in Prime East Village,6280254,Jc,Manhattan,East Village,40.73045,-73.98392,Entire home/apt,199,4,8,2018-12-14,0.18,2,243,2016-02-05
672,4288276,"New Apt near Central Park, Broadway, Museums",3750547,Angela,Manhattan,Upper East Side,40.76051,-73.96083,Entire home/apt,145,4,65,2019-08-26,1.11,1,119,2014-11-24
673,4296126,POSH  High Rise near Times Square,22299389,Lindsay Alexa,Manhattan,Hell's Kitchen,40.7555,-73.99369,Entire home/apt,219,4,25,2019-06-17,0.42,1,293,2014-10-24
674,4297952,Awesome Chelsea 1 bedroom,22305520,James,Manhattan,Chelsea,40.7492,-73.99847,Entire home/apt,199,2,201,2019-09-08,3.36,2,130,2014-10-17
675,4308612,Holiday special! Best location!,16798055,Ehud,Manhattan,Hell's Kitchen,40.76502,-73.98931999999999,Entire home/apt,125,1,202,2019-09-11,3.42,1,206,2014-11-09
676,4318364,Beautiful Loft in Meatpacking,22420381,Ahmad,Manhattan,Chelsea,40.740390000000005,-74.00356,Entire home/apt,650,7,6,2019-07-02,0.13,1,358,2015-10-17
677,4320934,Central Harlem large beautiful studio,11790239,Mina,Manhattan,Harlem,40.81599,-73.94676,Entire home/apt,133,1,21,2019-09-02,0.36,3,331,2014-12-21
678,4333204,Harlem cosy renovated unit for two,11790239,Mina,Manhattan,Harlem,40.816179999999996,-73.94516999999999,Entire home/apt,94,1,24,2019-08-14,0.56,3,320,2016-03-12
679,4338177,Sleeps 4! Prime Chelsea~large 1BR,2119276,Host,Manhattan,Chelsea,40.739470000000004,-74.00114,Entire home/apt,160,30,6,2018-10-04,0.12,39,300,2015-07-02
680,4363228,Magnificent Loft in East Village,3905383,Gillian,Manhattan,Lower East Side,40.71847,-73.98246,Entire home/apt,180,9,7,2019-08-11,0.17,1,260,2016-04-20
681,4377337,Beautiful Railroad Style Apartment!,18893494,Leonella,Manhattan,East Harlem,40.79872,-73.9411,Entire home/apt,120,3,11,2019-09-08,1.29,1,288,2019-01-02
682,4377929,Spacious 1Br in East Village,7245580,David,Manhattan,East Village,40.72627,-73.98303,Entire home/apt,198,4,191,2019-09-11,3.28,1,272,2014-12-04
683,4386598,1 Bedroom in Top Lower East Side Address! #10318,356933,Jessica,Manhattan,Lower East Side,40.71962,-73.98567,Entire home/apt,180,2,181,2019-08-14,3.04,1,196,2014-10-26
684,4392351,MURRAY HILL! your home.. BEAUTIFUL,1475015,Mike,Manhattan,Kips Bay,40.74111,-73.97951,Entire home/apt,87,30,4,2018-08-12,0.08,52,335,2015-08-31
685,4393126,West Village - Charming Studio,22805263,Gena,Manhattan,West Village,40.7322,-74.00423,Entire home/apt,115,30,7,2017-03-08,0.12,1,280,2015-01-07
686,4424391,Cozy Studio - Upper East,15310997,Mor,Manhattan,Upper East Side,40.782779999999995,-73.9482,Entire home/apt,250,30,4,2018-05-15,0.07,9,347,2015-01-04
687,4424405,Lovely 2 BR Upper East NYC - 1 month min,15310997,Mor,Manhattan,Upper East Side,40.78368,-73.94941999999999,Entire home/apt,200,30,8,2018-09-05,0.14,9,340,2014-12-20
688,4426780,Convenient  Harlem studio,22980167,Maria,Manhattan,Harlem,40.81613,-73.93765,Entire home/apt,90,30,20,2019-06-01,0.35,1,178,2014-12-13
689,4427442,Large Apt. in NYC w/natural light,22984252,Toby,Manhattan,Washington Heights,40.85083,-73.94093000000001,Entire home/apt,290,4,23,2019-08-02,0.39,1,223,2014-12-01
690,4438029,Chelsea High End Apartment,974868,Jackie,Manhattan,Chelsea,40.74635,-73.99604000000001,Entire home/apt,360,3,28,2019-04-22,0.48,1,195,2014-12-02
691,4440020,2 Bedrooms and One Bath Room,195137,James,Manhattan,Harlem,40.822720000000004,-73.94941999999999,Entire home/apt,229,5,41,2019-08-21,0.78,2,319,2015-05-21
692,4444204,2-3 bedroom UWS garden triplex,5162192,Amy,Manhattan,Upper West Side,40.79795,-73.96175,Entire home/apt,300,30,4,2015-10-06,0.07,12,345,2015-01-03
693,4447904,Beautiful Upper West Side,23083111,Michael,Manhattan,Upper West Side,40.77783,-73.9815,Entire home/apt,80,30,5,2018-08-12,0.09,1,211,2015-01-05
694,4469650,Huge 5BR Townhouse - LEGAL NYC B&B!,23189353,Elizabeth,Manhattan,Harlem,40.805209999999995,-73.94519,Entire home/apt,495,4,151,2019-08-31,2.6,1,244,2014-12-07
695,4471513,The Ultimate Luxury!,3740730,S,Manhattan,Theater District,40.75607,-73.98593000000001,Entire home/apt,699,6,193,2019-08-24,3.27,2,260,2014-11-06
696,4472978,Charming Studio in a Great location,5800619,Catia,Manhattan,Hell's Kitchen,40.755309999999994,-73.99945,Entire home/apt,195,1,141,2019-09-01,2.91,1,254,2015-09-21
697,4473156,"NYC,Modern and Spacious Apt",23208658,Iryna,Manhattan,East Harlem,40.8002,-73.94079,Entire home/apt,165,2,151,2019-08-04,2.59,3,313,2014-11-30
698,4479632,Charming duplex garden flat in SoHo,20431437,Richard,Manhattan,SoHo,40.72736,-74.00192,Entire home/apt,495,30,160,2019-08-28,2.74,1,130,2014-11-26
699,4499976,Large Sunny 2 Bedroom + den - UWS,23338742,Aneela,Manhattan,Upper West Side,40.788779999999996,-73.97386,Entire home/apt,225,30,17,2018-06-15,0.29,1,179,2014-12-20
700,4507262,Luxurious Village 1 bed!,2282450,Philip,Manhattan,West Village,40.73553,-74.00546,Entire home/apt,211,2,21,2018-05-02,0.39,3,118,2015-04-21
701,4509500,Prime Chelsea~XL1Br~Terrace~Sleeps4,2119276,Host,Manhattan,Chelsea,40.73984,-74.0006,Entire home/apt,150,30,7,2019-06-14,0.15,39,338,2015-10-05
702,4509560,Reno Studio Gramercy~Sleeps3!,2119276,Host,Manhattan,Gramercy,40.73505,-73.98212,Entire home/apt,140,30,9,2018-08-11,0.16,39,273,2015-02-09
703,4513084,Beautiful Sunny Private Penthouse Suite,23401472,Heather,Manhattan,Harlem,40.826240000000006,-73.94527,Entire home/apt,150,180,1,2016-07-30,0.03,2,129,2016-07-30
704,4517848,"Landmark 1 Bedroom has 2 beds, Free WiFi",7245581,Michael,Manhattan,Washington Heights,40.83335,-73.94048000000001,Entire home/apt,65,35,7,2018-08-31,0.13,19,198,2015-06-08
705,4530432,Landmark Parlor Studio near train has 2 beds.,7245581,Michael,Manhattan,Washington Heights,40.83488,-73.93843000000001,Entire home/apt,63,120,7,2018-12-16,0.14,19,361,2015-06-16
706,4549930,Charming apt close to everything!,19196381,Kimia,Manhattan,Upper East Side,40.77127,-73.95108,Entire home/apt,150,3,77,2019-08-14,1.33,1,298,2014-12-07
707,4557370,Holiday in Manhattan!  Great Views!,7257731,Anna,Manhattan,Inwood,40.86335,-73.92822,Entire home/apt,90,7,7,2019-06-21,0.14,1,266,2015-08-09
708,4564292,HEART of NEW YORK // ﾆｭｰﾖｰｸの中心,23659408,Marcello,Manhattan,Hell's Kitchen,40.758109999999995,-73.99073,Entire home/apt,107,21,193,2017-10-27,3.29,1,350,2014-11-18
709,4567765,★3BR/2BA Amazing East Village Penthouse+Pvt Terr★,1277144,T.,Manhattan,East Village,40.72809,-73.98188,Entire home/apt,299,2,67,2019-08-13,1.17,1,234,2015-01-02
710,4585734,"NYC, Modern and Spacious Apt fits 6",23208658,Iryna,Manhattan,East Harlem,40.79826,-73.94145,Entire home/apt,260,3,28,2019-08-27,2.94,3,302,2018-12-02
711,4586448,East Village Townhouse,8503180,Kathy,Manhattan,East Village,40.73118,-73.98885,Entire home/apt,1500,30,24,2019-04-22,0.41,2,358,2014-12-08
712,4588273,"UWS Penthouse, Amazing Deck",1500858,Adrienne,Manhattan,Upper West Side,40.77926,-73.97877,Entire home/apt,225,30,7,2015-06-18,0.13,1,173,2015-03-05
713,4593609,1 Bedroom Apt in Hell's Kitchen !,23810895,Scott & Ellyn,Manhattan,Hell's Kitchen,40.7592,-73.98902,Entire home/apt,150,2,42,2019-06-18,0.73,1,189,2015-01-03
714,4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,The Local Stay,Manhattan,Upper East Side,40.78302,-73.94646999999999,Entire home/apt,110,30,12,2019-02-18,0.26,16,264,2015-11-22
715,4598265,"Hamilton Hts Beauty, Manhattan 1 BR",23834677,Kumar,Manhattan,Harlem,40.82863,-73.94358000000001,Entire home/apt,155,1,251,2019-09-02,4.38,2,243,2014-12-31
716,4600556,Beautiful 2 BR Apt UES- Min 30 Days,15310997,Mor,Manhattan,Upper East Side,40.78318,-73.94556,Entire home/apt,300,30,10,2019-02-28,0.18,9,266,2015-02-03
717,4614435,Bright Studio on Riverside Park,8530836,Katarina,Manhattan,Harlem,40.82458,-73.95223,Entire home/apt,100,4,6,2019-08-18,0.11,1,164,2015-01-04
718,4614838,"2 Bedroom, 1 Bath Hell's Kitchen",1698391,Pat,Manhattan,Hell's Kitchen,40.76142,-73.99176999999999,Entire home/apt,272,2,7,2019-04-30,0.12,3,277,2014-12-28
719,4621217,Gramercy~New 1BR~Sleeps4~Rono~,2119276,Host,Manhattan,Gramercy,40.73346,-73.98216,Entire home/apt,140,30,7,2018-09-10,0.12,39,347,2015-01-20
720,4622869,Huge LES 3 BD 3 BA Elevator + Patio,2593268,Rose,Manhattan,Chinatown,40.7157,-73.99094000000001,Entire home/apt,399,2,126,2019-08-27,2.22,1,125,2015-01-15
721,4623771,Bright + Cheerful Apt- the Real NYC,23267314,Millie,Manhattan,East Harlem,40.791270000000004,-73.94431,Entire home/apt,167,2,47,2019-08-26,0.92,2,157,2015-07-06
722,4643199,NEW! 2-BR Apt with Whirlpool Tub,13347167,AFI Apartments,Manhattan,Upper East Side,40.77167,-73.95735,Entire home/apt,138,30,4,2019-08-19,0.11,29,311,2016-08-28
723,4659046,Large eclectic studio East Village,1420868,Oksana,Manhattan,East Village,40.7257,-73.9795,Entire home/apt,230,1,48,2019-07-01,0.84,1,353,2015-01-04
724,4660022,Best Block Clean Luxury Loft in SoHo,745486,Re,Manhattan,SoHo,40.72592,-73.99933,Entire home/apt,995,1,67,2019-07-25,1.15,1,333,2014-12-08
725,4666584,Unique 2 Bed/2 Bath Duplex Apt,24144577,Bill,Manhattan,Harlem,40.80382,-73.94476,Entire home/apt,275,3,45,2019-08-16,0.83,1,280,2015-04-11
726,4667148,1 Bdrm in Greenwich Village,2312420,Marie-Claire,Manhattan,West Village,40.73317,-74.00118,Entire home/apt,125,30,31,2019-05-12,0.78,2,306,2016-06-15
727,4668252,Furnished studioA UES (30 days MIN),23772724,The Local Stay,Manhattan,Upper East Side,40.77388,-73.95343000000001,Entire home/apt,99,30,16,2019-08-01,0.32,16,333,2015-08-01
728,4672445,West Village upscale apartment,966461,Jon,Manhattan,West Village,40.73814,-74.00046999999999,Entire home/apt,199,5,111,2019-09-01,1.91,1,237,2014-12-03
729,4677056,"1,200 sq/ft loft +private backyard ",10476487,Avi,Manhattan,SoHo,40.72632,-74.00749,Entire home/apt,385,3,1,2015-02-16,0.02,1,365,2015-02-16
730,4688418,Spacious 2BR in UES - 30 DAYS MIN,23772724,The Local Stay,Manhattan,Upper East Side,40.7734,-73.95357,Entire home/apt,99,30,7,2019-08-10,0.13,16,365,2015-02-27
731,4694625,"Chic 2Br/2bath, Lower Manhattan",1843216,Guillermo,Manhattan,Lower East Side,40.7135,-73.988,Entire home/apt,250,4,30,2019-08-25,0.67,1,117,2016-01-03
732,4700894,PEACEFUL NYC 2-Bedroom FLAT,10535719,Mike,Manhattan,East Harlem,40.798629999999996,-73.93795,Entire home/apt,200,7,30,2019-08-12,0.57,3,349,2015-05-08
733,4714854,Cozy 2BR in the UES (MIN 30 DAYS),23772724,The Local Stay,Manhattan,Upper East Side,40.78171,-73.94617,Entire home/apt,99,30,6,2019-03-10,0.14,16,145,2016-03-22
734,4720086,Harlem Brownstone - It's Historic!,24382598,Leesa,Manhattan,Harlem,40.81455,-73.94471,Entire home/apt,125,1,149,2019-09-02,2.58,1,276,2014-12-14
735,4720460,Charming Upper West Side Studio,1887912,Anna,Manhattan,Upper West Side,40.786570000000005,-73.97161,Entire home/apt,150,30,32,2019-08-14,0.59,1,273,2015-03-24
736,4720719,Bright Design Loft Perfect for Photoshoots,19924780,Ani,Manhattan,Chelsea,40.74968,-73.99381,Entire home/apt,1000,2,96,2019-09-07,1.65,1,365,2014-12-08
737,4725251,Gorgeous Sunny Studio,24404709,Jane,Manhattan,Upper West Side,40.78635,-73.97616,Entire home/apt,93,30,17,2019-08-10,0.3,1,304,2015-01-04
738,4743840,"My home in West Village--Huge, Modern",895109,Jeffrey,Manhattan,West Village,40.73571,-74.00341,Entire home/apt,258,3,59,2019-08-18,1.09,1,328,2015-04-07
739,4746028,Romantically Warm & Cozy Sanctuary,24454445,Gina,Manhattan,Midtown,40.76062,-73.96795,Entire home/apt,165,3,28,2019-09-07,0.49,1,282,2014-12-29
740,4760076,Beautiful Apt in the Center of NYC,7741110,Victoria,Manhattan,Midtown,40.74245,-73.9845,Entire home/apt,220,7,155,2019-09-02,2.68,1,175,2014-12-14
741,4774496,Five star large one bedroom!,24517455,Terry,Manhattan,Upper East Side,40.77792,-73.9539,Entire home/apt,185,1,122,2019-07-01,2.12,1,317,2014-12-23
742,4776065,Lovely Prime Hells Kitchen / Times Square Apt!,12300501,Paul,Manhattan,Hell's Kitchen,40.759840000000004,-73.99214,Entire home/apt,182,2,104,2019-08-25,1.81,1,191,2014-12-22
743,4776107,Modern (Website hidden by Airbnb) Sq Apt!,24631934,Idris,Manhattan,East Village,40.72781,-73.97646,Entire home/apt,400,3,42,2016-09-21,0.74,1,336,2015-01-04
744,4777903,SOHO GALLERY,1581845,Indi,Manhattan,Tribeca,40.71883,-74.00357,Entire home/apt,2400,1,2,2016-10-19,0.05,1,365,2016-01-22
745,4796070,1A GREAT  APT NEW YORK CITY !!!,24715671,Julia,Manhattan,Midtown,40.74439,-73.98329,Entire home/apt,275,29,39,2018-09-29,0.69,4,365,2015-02-02
746,4798723,Adorable sunny studio great area-For monthly stays,23982388,Jolie,Manhattan,Midtown,40.75235,-73.96781,Entire home/apt,105,30,3,2019-07-28,0.05,4,317,2015-03-02
747,4808065,Midtown East Lovely Nice Studio,23982388,Jolie,Manhattan,Midtown,40.75244,-73.96619,Entire home/apt,125,30,5,2017-04-15,0.1,4,346,2015-06-01
748,4808239,Loft Studio Near UN Building-30 days min stay,23982388,Jolie,Manhattan,Midtown,40.75248,-73.96695,Entire home/apt,95,30,3,2016-03-15,0.06,4,328,2015-08-15
749,4813342,Times Square Cozy Studio ,23982388,Jolie,Manhattan,Hell's Kitchen,40.76497,-73.98854,Entire home/apt,95,30,5,2019-08-05,0.13,4,320,2016-08-18
750,4822181,"Amazing 2BR (5) UES, (MIN 30 DAYS)",23772724,The Local Stay,Manhattan,Upper East Side,40.77427,-73.95325,Entire home/apt,99,30,9,2019-08-31,0.3,16,199,2017-03-14
751,4824521,Cozy 1 Bedroom Apt In Great Location!,24842701,Mel,Manhattan,Upper East Side,40.77493,-73.95874,Entire home/apt,169,3,136,2019-09-10,2.38,1,291,2015-01-01
752,4830494,Charming & sunny studio apartment,2489199,Michael,Manhattan,Harlem,40.82376,-73.94492,Entire home/apt,99,20,17,2019-08-29,0.3,1,118,2015-02-01
753,4845237,East Village Beauty,12485770,Raanan,Manhattan,East Village,40.72829,-73.98071999999999,Entire home/apt,110,30,8,2018-08-14,0.17,9,347,2015-12-12
754,4848528,"STUNNING 1BD BRIGHT UNIT, RENOVATED",1475015,Mike,Manhattan,Hell's Kitchen,40.76719,-73.98533,Entire home/apt,97,30,6,2017-08-09,0.12,52,348,2015-07-28
755,4859903,Entire 1 Bedroom 1 Bath Central Park APT,15398647,Kathy,Manhattan,Upper West Side,40.7838,-73.97266,Entire home/apt,255,2,49,2019-07-16,0.91,1,323,2015-04-21
756,4880985,"Modern, south facing and spacious UWS 1BR",25110559,Max,Manhattan,Upper West Side,40.77669,-73.97695999999999,Entire home/apt,125,31,2,2019-06-30,0.04,1,104,2015-04-01
757,4881017,"Spacious,  3 bedrooms, 2 bath",23439479,Victoria,Manhattan,Inwood,40.864940000000004,-73.92671999999999,Entire home/apt,276,4,3,2018-10-08,0.06,2,324,2015-09-08
758,4881420,LARGE COZY STUDIO BEST LOCATION - PARADISIAC OASIS,25112856,Mio,Manhattan,West Village,40.739329999999995,-74.00313,Entire home/apt,159,4,41,2019-08-12,0.81,1,271,2015-07-23
759,4885569,"Heart of Greenwich Village - Large, Clean Space",17056215,Yaniv And Vanessa,Manhattan,Greenwich Village,40.73055,-74.0007,Entire home/apt,130,30,28,2018-12-31,0.56,1,171,2015-07-27
760,4902497,CLOSE- EAST SIDE HOSPITALS-  2 Bedroom Apt 5C,25237492,Juliana,Manhattan,Upper East Side,40.760670000000005,-73.9602,Entire home/apt,165,30,11,2018-03-31,0.21,34,304,2015-04-22
761,4905118,TOWNHOUSE NEAR RSD PARK -  Spacious 2 Bedroom Apt,25237492,Juliana,Manhattan,Upper West Side,40.78286,-73.98339,Entire home/apt,265,30,15,2019-08-02,0.27,34,324,2015-03-07
762,4905248,*DYLAN* Exquisite 1 BR & Terrace - Contemporary,25237492,Juliana,Manhattan,Upper West Side,40.78141,-73.98445,Entire home/apt,130,30,12,2019-04-18,0.22,34,319,2015-04-18
763,4908978,"1BR in Murray Hill, E 26th & 2nd Ave (30 DAYS MIN)",23772724,The Local Stay,Manhattan,Hell's Kitchen,40.76102,-73.98881999999999,Entire home/apt,99,30,6,2019-08-10,0.12,16,151,2015-09-26
764,4916323,Luxurious 2BD Perfect for Kids,4422415,Damien,Manhattan,Upper East Side,40.777159999999995,-73.94779,Entire home/apt,250,2,12,2019-07-11,0.22,2,326,2015-04-20
765,4916340,Central Park Suite,81335,Evan,Manhattan,Upper West Side,40.78334,-73.97452,Entire home/apt,125,1,182,2019-09-07,4.64,4,240,2016-06-25
