,id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date,year,x,y
0,5022,Entire Apt: Spacious Studio/Loft by central park,7192,Laura,Manhattan,East Harlem,Entire home/apt,80,10,9,2018-11-19,0.1,1,0,2012-03-20,2012,-8231407.314022913,4982667.207900715
1,5099,Large Cozy 1 BR Apartment In Midtown East,7322,Chris,Manhattan,Murray Hill,Entire home/apt,200,3,75,2019-07-21,0.59,1,13,2009-04-20,2009,-8234859.331432411,4975193.987972805
2,5178,Large Furnished Room Near B'way ,8967,Shunichi,Manhattan,Hell's Kitchen,Private room,79,2,443,2019-08-27,3.51,1,246,2009-05-06,2009,-8235964.73397599,4977724.599547596
3,5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,Private room,79,2,118,2017-07-21,0.97,1,0,2009-09-07,2009,-8233994.37898895,4983148.076999503
4,5222,Best Hideaway,7516,Marilyn,Manhattan,East Village,Entire home/apt,116,30,94,2016-06-15,0.73,1,347,2009-02-23,2009,-8235359.155946074,4972251.2495313585
5,5238,Cute & Cozy Lower East Side 1 bdrm,7549,Ben,Manhattan,Chinatown,Entire home/apt,150,1,161,2019-07-29,1.32,4,0,2009-09-01,2009,-8236570.312005905,4970165.571074535
6,5295,Beautiful 1br on Upper West Side,7702,Lena,Manhattan,Upper West Side,Entire home/apt,135,5,54,2019-08-03,0.43,1,40,2009-05-08,2009,-8233796.230295337,4983351.019691054
7,5441,Central Manhattan/near Broadway,7989,Kate,Manhattan,Hell's Kitchen,Private room,85,5,198,2019-09-08,1.55,1,7,2009-03-12,2009,-8236381.068871556,4977117.604493788
8,6021,Wonderful Guest Bedroom in Manhattan CENTRAL PARK,11528,Claudio,Manhattan,Upper West Side,Private room,85,2,116,2019-09-02,0.92,1,329,2009-05-10,2009,-8233315.330095109,4982630.445182907
9,6090,West Village Nest - Superhost,11975,Alina,Manhattan,West Village,Entire home/apt,120,90,27,2018-10-31,0.22,1,41,2009-08-23,2009,-8238226.74602891,4973376.525656337
10,7322,"Chelsea Perfect  by Doti, an AIRBNB  Super Host!",18946,Doti,Manhattan,Chelsea,Private room,140,1,277,2019-09-05,2.22,1,12,2009-06-13,2009,-8237086.834443185,4974349.1271507135
11,9357,Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,Entire home/apt,150,10,58,2017-08-13,0.48,1,142,2009-10-04,2009,-8236009.261772308,4978056.772615357
12,9657,Modern 1 BR / NYC / EAST VILLAGE,21904,Dana,Manhattan,East Village,Entire home/apt,180,10,30,2019-09-04,0.25,1,54,2009-09-08,2009,-8236019.28052648,4972480.40753298
13,9668,front room/double bed,32294,Ssameer Or Trip,Manhattan,Harlem,Private room,50,3,248,2019-09-09,2.05,3,343,2009-10-04,2009,-8232192.116433007,4986188.247448321
14,9704,Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,Private room,52,2,95,2019-08-27,1.48,1,287,2014-06-10,2014,-8232595.0929896785,4984805.565816579
15,9783,back room/bunk beds,32294,Ssameer Or Trip,Manhattan,Harlem,Private room,50,3,279,2019-09-05,2.37,3,339,2010-01-14,2010,-8232430.340143304,4986019.079069713
16,12048,LowerEastSide apt share shortterm 1,7549,Ben,Manhattan,Lower East Side,Shared room,40,1,218,2019-08-28,1.81,4,0,2009-10-29,2009,-8236436.728616953,4970249.283399733
17,12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,Private room,68,2,253,2019-08-31,2.1,2,46,2009-10-27,2009,-8235637.4546730565,4971554.99471356
18,12318,West Side Retreat,16800,Cyn,Manhattan,Upper West Side,Private room,135,4,84,2019-09-04,0.71,1,312,2009-12-07,2009,-8235334.6656581005,4981429.115748915
19,12343,BEST BET IN HARLEM,47727,Earl,Manhattan,Harlem,Entire home/apt,150,7,100,2019-07-31,0.85,1,317,2010-01-02,2010,-8231495.256420639,4984614.359309228
20,14287,Cozy 1BD on Central Park West in New York City,56094,Joya,Manhattan,Upper West Side,Entire home/apt,151,3,80,2019-09-09,0.68,1,109,2010-01-01,2010,-8234311.63953771,4980879.229685562
21,14322,Beautiful Apartment in Manhattan!!!,56284,Francesca,Manhattan,Kips Bay,Entire home/apt,200,7,19,2019-03-25,0.21,1,316,2012-04-15,2012,-8235498.305309566,4974009.734063657
22,14468,Under the Empire State Building/Midtown Manhattan,56909,Peter,Manhattan,Kips Bay,Private room,85,3,20,2019-06-02,0.79,1,269,2017-08-17,2017,-8235551.738665146,4974587.150113562
23,14991,"Great Location, Manhattan Bedroom!",59023,Bianca,Manhattan,Lower East Side,Private room,110,5,19,2019-05-18,0.16,1,327,2010-03-21,2010,-8236644.896064736,4971134.915580282
24,15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,Manhattan,Hell's Kitchen,Private room,69,2,298,2019-08-29,2.52,2,303,2010-01-02,2010,-8236855.289902335,4976316.66389736
25,15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,60049,Ted,Manhattan,SoHo,Entire home/apt,180,30,23,2019-09-08,0.32,1,60,2013-10-01,2013,-8237391.849847959,4971437.488242574
26,15396,Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,Entire home/apt,375,180,5,2018-11-03,0.12,1,180,2016-03-23,2016,-8237119.117095516,4974982.398580528
27,15711,2 bedroom - Upper East Side-great for kids,61491,D,Manhattan,Upper East Side,Entire home/apt,250,2,67,2019-08-26,0.57,2,229,2010-01-06,2010,-8232375.793592815,4978571.222227654
28,16421,Your Heaven in Hells Kitchen,63924,Mark,Manhattan,Hell's Kitchen,Private room,52,30,192,2019-07-30,1.62,1,254,2009-12-28,2009,-8236661.593988355,4976975.0469601415
29,16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,Private room,80,1,357,2019-08-27,4.84,2,117,2013-08-22,2013,-8235309.062175217,4972082.322392886
30,16821,Large Room in Amazing East Village Apt,4396,Casey,Manhattan,East Village,Private room,99,1,110,2019-08-31,1.28,2,325,2012-08-14,2012,-8235943.583272739,4971566.745438335
31,16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,Entire home/apt,225,4,197,2019-09-07,1.67,1,245,2010-01-02,2010,-8230876.320051829,4983127.488846254
32,17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,Entire home/apt,230,5,50,2019-07-09,0.43,1,137,2010-03-31,2010,-8235424.834445642,4971366.9850379005
33,17092,Cool Room in Hell's Kitchen,66243,Enzo,Manhattan,Hell's Kitchen,Private room,51,10,25,2019-08-05,0.45,1,22,2015-03-03,2015,-8236378.842481742,4977508.546137341
34,17693,"HARLEM, NEW YORK WELCOMES YOU!!",68428,Tye And Etienne,Manhattan,Washington Heights,Private room,65,2,52,2019-08-27,1.58,2,330,2017-01-02,2017,-8231068.902770901,4987503.447759786
35,18127,Charming East Village One Bedroom Flat,69829,Josh,Manhattan,East Village,Entire home/apt,170,5,21,2019-01-02,0.19,1,266,2010-09-17,2010,-8236307.598007634,4972345.262420614
36,18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,Private room,150,4,172,2019-08-23,1.66,1,283,2011-03-14,2011,-8237861.618099107,4974269.787451379
37,19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Manhattan,Harlem,Entire home/apt,110,31,55,2019-07-29,0.49,1,264,2010-06-24,2010,-8232227.7386700595,4987173.8954636175
38,19169,Entire 2 Bedroom - Large & Sunny,73128,Joanna,Manhattan,Lower East Side,Entire home/apt,285,5,73,2019-07-27,0.63,1,326,2010-04-03,2010,-8236408.898744254,4970910.195342486
39,20299,Oh glorious spring!,62407,Edward,Manhattan,East Village,Private room,60,3,201,2019-08-27,1.76,1,30,2010-04-25,2010,-8235905.734645869,4971619.62387462
40,20300,Great Location for NYC,76627,Pas,Manhattan,East Village,Private room,50,1,2,2016-02-14,0.05,1,0,2016-01-31,2016,-8235479.380996131,4972468.655709906
41,21456,Light-filled classic Central Park ,42032,Dana,Manhattan,Upper West Side,Entire home/apt,140,30,82,2019-07-07,0.71,1,236,2010-03-16,2010,-8233386.574569218,4982539.274240184
42,21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,Private room,89,1,1,2018-10-09,0.09,1,365,2018-10-09,2018,-8231776.894732347,4987009.123490263
43,21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,Private room,140,30,31,2019-08-31,0.27,2,347,2010-05-16,2010,-8237943.994522293,4974078.7871133
44,22918,loft bed - near transportation-15min to times sq,32294,Ssameer Or Trip,Manhattan,Harlem,Private room,60,3,11,2019-01-03,0.74,3,286,2018-06-25,2018,-8232231.0782547835,4986238.263009004
45,23686,2000 SF 3br 2ba West Village garden townhouse,93790,Ann,Manhattan,West Village,Entire home/apt,500,4,46,2019-05-18,0.53,2,246,2012-08-06,2012,-8237997.427877876,4972738.95121513
46,25696,"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,Private room,100,2,177,2019-08-29,1.64,1,339,2010-11-02,2010,-8231431.804310887,4984239.311272096
47,26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,Manhattan,Hell's Kitchen,Private room,59,2,342,2019-08-29,3.01,2,285,2010-05-16,2010,-8236853.063512519,4976310.785676998
48,26559,Beautiful Apartment East Village,112793,Sally,Manhattan,East Village,Entire home/apt,140,7,12,2017-12-11,0.12,1,231,2011-08-26,2011,-8235629.662308701,4972421.648558895
49,26933,2 BR / 2 Bath Duplex Apt with patio! East Village,72062,Bruce,Manhattan,East Village,Entire home/apt,350,2,7,2017-08-09,0.06,4,279,2010-06-08,2010,-8235590.7004869245,4971922.211538839
50,26954,NYC fabulous views Manhattan's eye,115157,Nimo,Manhattan,Kips Bay,Entire home/apt,199,5,38,2015-12-02,0.37,1,319,2011-05-16,2011,-8235425.94764055,4974498.992784687
51,27385,Great Large 1 BR apt  in East Village!,72062,Bruce,Manhattan,East Village,Entire home/apt,225,1,116,2019-07-01,1.04,4,279,2010-07-06,2010,-8235376.967064601,4971944.244987003
52,27644,Sugar Hill Rest Stop ,119510,Emma,Manhattan,Harlem,Entire home/apt,170,2,201,2019-09-08,2.05,1,317,2011-08-23,2011,-8231986.175375039,4986937.036627036
53,27759,apartment next to Central park,119900,Sylvie,Manhattan,Upper West Side,Entire home/apt,170,7,14,2019-07-26,0.13,1,268,2010-08-18,2010,-8234921.670347257,4979713.39723033
54,27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,Entire home/apt,100,4,25,2011-12-10,0.23,1,0,2010-09-14,2010,-8236002.5826028595,4971488.897149845
55,28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,Entire home/apt,150,5,21,2017-08-15,0.19,1,74,2010-06-01,2010,-8231878.195468969,4979651.654625682
56,29455,ACCOMMODATIONS GALORE #1,126607,Laurine,Manhattan,Harlem,Entire home/apt,120,3,156,2019-08-18,1.4,3,214,2010-07-16,2010,-8231958.345502339,4985265.947623446
57,29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,Manhattan,East Village,Entire home/apt,185,5,78,2019-09-07,0.69,1,268,2010-05-26,2010,-8236688.310666145,4971704.817512455
58,31130,Most Central Location!,117287,Lara,Manhattan,Hell's Kitchen,Private room,130,1,52,2019-09-06,0.46,3,251,2010-06-21,2010,-8235860.093654645,4978114.095659324
59,32329,Fully Furnished Beautiful 1 Bedroom,139853,Victor,Manhattan,East Village,Entire home/apt,160,14,3,2016-08-19,0.04,1,343,2012-09-01,2012,-8235835.603366671,4972443.683132786
60,36647,Private Bdrm/Bathrm. New! Elevator!,157798,Irene,Manhattan,East Harlem,Private room,69,2,34,2017-05-29,0.31,1,0,2010-10-04,2010,-8230959.809669924,4981849.637754544
61,36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,Entire home/apt,225,45,135,2019-08-30,1.22,1,266,2010-08-11,2010,-8238088.709860324,4972929.925371498
62,38638,Light and Airy Upper East Side 1 BDR apartment,92788,Sara,Manhattan,Upper East Side,Entire home/apt,219,4,126,2019-06-26,1.14,2,297,2010-08-05,2010,-8232376.906787721,4979520.820396353
63,39267,CENTRAL PARK LOFT all for YOU,168417,Marie,Manhattan,Upper East Side,Entire home/apt,99,1,240,2019-08-15,2.6,2,136,2012-02-16,2012,-8232435.906117843,4979145.9679839555
64,40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Sylvia,Manhattan,Upper East Side,Entire home/apt,250,3,4,2016-09-23,0.08,1,365,2015-05-07,2015,-8233657.080931846,4977186.679510877
65,41513,Convenient cozy cheap apt Manhattan,181167,Lorenzo,Manhattan,Harlem,Entire home/apt,80,3,2,2015-11-02,0.03,1,0,2014-12-31,2014,-8231972.8170361435,4986863.479152409
66,44212,West Inn 2 - East Village,72062,Bruce,Manhattan,East Village,Private room,125,1,87,2019-09-12,0.79,4,301,2010-08-17,2010,-8235453.777513248,4971889.895904699
67,44221,Financial District Luxury Loft,193722,Coral,Manhattan,Financial District,Entire home/apt,196,3,117,2019-07-12,1.06,1,147,2010-08-29,2010,-8239171.848505743,4969169.88995056
68,44288,Lovely West Village Studio on tree lined street,193637,Sara,Manhattan,West Village,Entire home/apt,170,3,88,2019-08-09,0.8,1,219,2010-08-28,2010,-8238093.162639958,4973708.550935007
69,44472,Large Artist Designer Loft in NoHo,170703,L Tree,Manhattan,NoHo,Entire home/apt,385,3,25,2019-08-24,0.23,1,110,2010-08-18,2010,-8236847.497537979,4972340.855546234
70,44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Laurine,Manhattan,Harlem,Entire home/apt,165,3,84,2019-08-05,0.77,3,207,2010-09-14,2010,-8231843.686426822,4985130.625477453
71,45393,Greenwich Village Stylish Apartment,201297,Myrna,Manhattan,West Village,Entire home/apt,150,26,38,2016-04-20,0.35,1,250,2010-09-27,2010,-8238154.388359893,4973219.331781526
72,45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,Entire home/apt,100,2,18,2018-12-17,1.47,1,0,2018-09-11,2018,-8230662.586629505,4986378.013728812
73,45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,Private room,99,4,126,2019-08-25,1.19,2,273,2011-01-02,2011,-8233104.9362575095,4983693.6788849775
74,47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,Manhattan,Upper East Side,Private room,75,3,208,2019-09-07,1.89,1,319,2010-09-07,2010,-8232448.151261829,4978231.682443355
75,47370,Chelsea Studio sublet 1 - 2 months,214287,Alex,Manhattan,Chelsea,Entire home/apt,125,3,3,2015-07-17,0.03,1,0,2010-10-24,2010,-8237641.205507336,4974112.579209016
76,48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,Manhattan,Lower East Side,Entire home/apt,299,30,113,2019-09-03,1.06,1,278,2010-12-06,2010,-8236364.370947937,4970955.726476702
77,51485,Lower East Side $62~/night,236655,Erina,Manhattan,Lower East Side,Private room,83,1,290,2019-08-25,2.68,1,20,2010-10-22,2010,-8236752.875970806,4971597.591158079
78,51572,Prime Location in Manhattan,237329,Lee,Manhattan,Chelsea,Private room,123,1,378,2019-08-18,3.48,1,232,2010-10-11,2010,-8237276.077577534,4975329.172483249
79,53137,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,Manhattan,Hell's Kitchen,Entire home/apt,195,5,10,2019-07-01,0.82,1,0,2018-09-15,2018,-8236830.7996143615,4977364.51318524
80,54453,MIDTOWN WEST - Large alcove studio,255583,Anka,Manhattan,Hell's Kitchen,Shared room,105,6,10,2014-01-07,0.09,1,364,2010-11-10,2010,-8235943.583272739,4977811.316205825
81,54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,Entire home/apt,121,1,109,2019-08-09,1.03,5,283,2011-01-02,2011,-8231628.839809593,4984408.448798615
82,54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,Private room,100,5,211,2019-09-01,1.95,1,228,2010-10-22,2010,-8231269.277854329,4982824.553897367
83,55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,Jason,Manhattan,NoHo,Private room,130,2,115,2018-12-05,1.14,1,0,2011-06-10,2011,-8236678.291911974,4972264.470039276
84,55737,Sleek & Comfortable Soho Apt,263414,Pete,Manhattan,West Village,Entire home/apt,199,5,130,2019-08-18,1.21,1,303,2010-11-08,2010,-8238187.784207133,4972393.7381699355
85,56467,Cozy East Village Railroad 1 Bed!,267593,Leonardo,Manhattan,East Village,Entire home/apt,130,1,213,2019-09-05,2.08,1,110,2011-04-18,2011,-8235896.829086605,4972233.62221528
86,56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,Private room,64,1,194,2019-08-19,1.82,5,280,2010-12-16,2010,-8231518.633513707,4984679.074938455
87,57468,"Modern, Large East Village Loft",239208,Ori,Manhattan,East Village,Entire home/apt,189,3,205,2019-06-23,1.92,1,0,2010-12-01,2010,-8236196.278516839,4972334.979716816
88,57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,Entire home/apt,250,3,98,2019-08-09,0.98,1,3,2011-06-15,2011,-8235981.431899609,4978064.121704761
89,57740,Quiet & Clean Retreat in the City,275459,I,Manhattan,East Village,Entire home/apt,239,3,7,2019-05-24,0.07,1,334,2010-12-16,2010,-8236588.123124433,4972615.554513803
90,57754,Stylish Large Gramercy Loft!,275578,R,Manhattan,Flatiron District,Entire home/apt,305,2,110,2019-08-13,1.09,1,268,2011-05-24,2011,-8235970.299950529,4974111.109985031
91,57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,Harlem,Entire home/apt,155,3,231,2019-08-27,2.14,2,265,2010-11-08,2010,-8231344.975108069,4984255.489517414
92,58059,PRIVATE Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,Private room,60,1,475,2019-09-09,4.65,2,285,2011-04-25,2011,-8231282.636193225,4986578.081401324
93,58467,"17 Flr. Manhattan Views, Nr. Subway",279797,Dave,Manhattan,Roosevelt Island,Private room,120,7,18,2019-07-31,0.3,1,222,2014-10-31,2014,-8232087.476111661,4977289.558101354
94,59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,Entire home/apt,150,3,46,2019-08-27,0.43,1,292,2010-12-27,2010,-8236071.600687151,4971205.417111449
95,59855,One bedroom Apt. in NYC,288031,Leslie,Manhattan,Midtown,Entire home/apt,250,30,82,2016-01-05,0.76,1,0,2010-11-24,2010,-8234292.715224275,4976844.248578853
96,60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,SoHo,Entire home/apt,500,4,98,2019-08-08,1.01,1,312,2011-09-15,2011,-8237933.975768122,4971133.4468037905
97,60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,Entire home/apt,125,28,184,2019-06-30,1.8,2,335,2011-04-22,2011,-8231601.009936893,4981655.548424231
98,60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,Private room,92,1,193,2019-07-29,1.82,5,287,2011-01-03,2011,-8231446.275844691,4984621.7133363895
99,60673,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,Private room,175,2,1,2018-10-07,0.09,1,365,2018-10-07,2018,-8231750.178054556,4985214.466151089
100,60680,The gem of the East Village,292630,,Manhattan,East Village,Entire home/apt,99,2,134,2019-08-28,1.26,1,313,2010-12-14,2010,-8235470.475436868,4972089.666990381
101,60794,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,Entire home/apt,195,4,4,2017-08-25,0.04,1,0,2011-09-12,2011,-8233268.575908978,4982917.19805368
102,60948,ACCOMMODATIONS GALORE #2,126607,Laurine,Manhattan,East Harlem,Entire home/apt,140,3,142,2019-08-25,1.34,3,209,2011-01-03,2011,-8230891.90478054,4984271.6677895505
103,61167,Colorful Private One Bedroom Apt,295760,Greta,Manhattan,Little Italy,Entire home/apt,135,2,21,2015-12-12,0.2,1,0,2010-12-17,2010,-8237130.249044596,4971071.758390319
104,61406,Great room in great location,297176,Bethania,Manhattan,Harlem,Private room,80,14,10,2019-08-29,2.7,2,0,2019-05-26,2019,-8232911.240343529,4983378.961406596
105,61492,Exclusive Room with Private Bath in  LES,297769,Tunji,Manhattan,Chinatown,Private room,125,5,172,2019-07-28,1.77,2,321,2011-09-24,2011,-8236618.179386945,4970313.903930376
106,61509,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,Entire home/apt,110,200,92,2019-04-30,0.88,1,179,2011-01-29,2011,-8234188.074902929,4976637.032256261
107,62427,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,Entire home/apt,135,3,59,2019-09-02,0.59,1,11,2011-07-20,2011,-8236617.066192039,4972127.858986304
108,62465,1 BDRM. APT. WITH PRIVATE ROOM E.V.,257306,Sanah,Manhattan,East Village,Private room,129,5,81,2019-05-22,1.31,1,337,2014-08-17,2014,-8235805.547104157,4972249.780587139
109,62468,"Great Apt, Great Location",304081,Rodrigo,Manhattan,Upper West Side,Entire home/apt,170,5,30,2018-08-11,0.29,1,324,2011-05-08,2011,-8234599.9570188625,4981890.808714621
110,62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,Entire home/apt,175,3,187,2019-08-02,1.76,2,313,2010-12-20,2010,-8235595.153266557,4971829.671598837
111,62903,Beautiful modern studio apartment in heart of NYC,306605,Daniel,Manhattan,Chelsea,Entire home/apt,205,8,63,2019-07-26,0.7,2,63,2012-04-12,2012,-8237160.30530711,4974416.713328574
112,63003,Artists Home and Studio in Gramercy Park 1,307241,E. Adam,Manhattan,Gramercy,Private room,103,2,106,2018-12-25,1.59,1,17,2014-03-29,2014,-8235561.757419317,4973533.722059328
113,63693,Cottage in the Village,306545,Olivia,Manhattan,East Village,Entire home/apt,390,5,145,2019-08-11,1.37,2,329,2011-01-06,2011,-8235689.774833731,4971400.767760029
114,63913,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",312288,Paula,Manhattan,Inwood,Private room,75,14,1,2019-06-30,0.39,2,224,2019-06-30,2019,-8229438.07223078,4992667.397422611
115,64837,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,Private room,68,2,208,2019-08-25,1.96,2,19,2011-01-03,2011,-8235590.7004869245,4971600.52885075
116,65019,Charming UWS Treehouse Apt,317809,Claire,Manhattan,Upper West Side,Entire home/apt,115,2,225,2019-09-06,2.2,1,219,2011-04-25,2011,-8235525.021987356,4979880.986267917
117,65562,CHARMING EAST VILLAGE 2 (or 1) BR,320450,Mary D,Manhattan,East Village,Entire home/apt,129,7,5,2019-01-03,0.14,1,295,2016-09-17,2016,-8235591.813681831,4972533.2909116475
118,65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,Manhattan,Harlem,Private room,75,3,20,2019-01-02,0.25,1,345,2013-03-11,2013,-8231304.900091384,4987134.173394027
119,66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,Entire home/apt,212,3,71,2019-08-11,1.33,1,41,2015-04-26,2015,-8236010.374967215,4972129.327912203
120,66275,Magic Room Lower East Side 地处纽约SOHO区购物美食文化艺术的中心地段,314941,Tony,Manhattan,Lower East Side,Private room,95,1,116,2019-09-11,1.16,3,338,2011-06-24,2011,-8236965.496198222,4970988.039023165
121,66718,West Harlem Home Base - Eco-Apt.,136227,Henning,Manhattan,Harlem,Entire home/apt,135,6,192,2019-09-03,1.87,1,222,2011-04-14,2011,-8232416.981804407,4984830.570021458
122,67215,New big apt in Lower East Side,331224,Andrew,Manhattan,Chinatown,Entire home/apt,199,6,20,2019-07-05,0.25,1,24,2013-03-11,2013,-8236526.897404496,4970637.012989702
123,67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,Entire home/apt,124,28,23,2019-07-27,0.27,1,110,2012-09-01,2012,-8231968.3642565105,4982302.5278653875
124,67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Morningside Heights,Private room,122,3,99,2019-09-05,0.97,1,282,2011-04-19,2011,-8233009.2014954295,4983464.257664623
125,68099,Cozy room in Upper West Side,323517,Deda,Manhattan,Upper West Side,Private room,109,1,109,2019-08-31,1.08,2,355,2011-05-27,2011,-8233768.400422637,4983006.901963544
126,68305,Your Home Away From Home,338454,Share,Manhattan,Harlem,Entire home/apt,85,20,65,2019-08-23,0.68,1,365,2011-10-30,2011,-8231928.289239827,4987263.638512634
127,68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,Entire home/apt,195,11,30,2019-06-13,0.31,1,0,2011-09-27,2011,-8234625.560501746,4981373.243558907
128,68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Little Italy,Entire home/apt,575,2,198,2019-08-25,1.91,1,309,2011-03-04,2011,-8237227.097001585,4971045.320617982
129,69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,Entire home/apt,150,30,48,2019-06-11,0.53,1,5,2012-05-01,2012,-8235693.1144184545,4979945.670525387
130,70095,Private Bedroom in Large NYC Apartment,353965,Mary And Geoff,Manhattan,Inwood,Private room,90,2,122,2019-09-08,1.26,1,161,2011-10-01,2011,-8229639.560509115,4992763.079177021
131,70128,"Large, Sunny Room East Village NYC",354330,Eyal,Manhattan,East Village,Private room,65,31,53,2019-08-31,0.62,1,27,2012-09-23,2012,-8236396.653600268,4972888.792161006
132,70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,Entire home/apt,500,2,52,2019-09-02,0.51,4,276,2011-04-04,2011,-8235400.344157667,4971925.149329058
133,71010,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,Manhattan,Washington Heights,Entire home/apt,250,3,33,2019-07-13,0.43,2,316,2013-05-23,2013,-8230817.320721707,4988025.7521054875
134,71248,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,Manhattan,Chinatown,Entire home/apt,125,25,45,2019-08-25,0.43,1,71,2011-03-10,2011,-8236467.898074375,4970628.200782817
135,71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,West Village,Entire home/apt,200,30,40,2019-08-23,0.44,1,195,2012-04-16,2012,-8237912.825064872,4972547.980789827
136,72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,Entire home/apt,110,13,38,2019-02-15,0.38,1,0,2011-06-14,2011,-8235213.327413134,4979545.811068771
137,74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,Entire home/apt,113,4,26,2015-11-25,0.27,3,208,2011-09-14,2011,-8230946.45133103,4984198.130405032
138,74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,G & S,Manhattan,Harlem,Entire home/apt,199,6,34,2019-09-12,0.33,1,13,2011-03-21,2011,-8232822.184750895,4983292.19528821
139,75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,Entire home/apt,150,3,295,2019-08-28,2.84,1,193,2011-02-28,2011,-8235854.5276801055,4970946.913982562
140,77936,Hells Kitchen Garden of Eden,134355,Moss Owen,Manhattan,Hell's Kitchen,Private room,150,3,37,2019-07-06,0.36,1,75,2011-04-02,2011,-8236673.839132342,4977370.392039673
141,80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,Private room,71,2,185,2019-09-09,1.8,1,245,2011-03-31,2011,-8235956.941611634,4971612.279630255
142,83847,East Village Designer's 1-BR APT,410094,Yvette,Manhattan,East Village,Entire home/apt,225,2,33,2019-01-02,0.32,1,0,2011-05-07,2011,-8235520.569207725,4971791.480767845
