,id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date,year,x,y
6928,15132221,A great room on the Upper East Side,14409957,Alex,Manhattan,Upper East Side,Private room,110,3,7,2018-04-18,0.24,1,0,2017-05-03,2017,-8232666.337463784,4979226.817287296
6929,15133923,Private bedroom & bath/Times Square & Central Park,78022684,Pamela,Manhattan,Midtown,Private room,149,2,24,2017-06-19,0.67,2,0,2016-09-26,2016,-8235403.683742392,4977608.488617484
6930,15141938,In a Chelsea loft:  A PERFECT private room & bath,79289737,Yochi,Manhattan,Chelsea,Private room,180,1,219,2019-09-12,6.08,1,117,2016-09-29,2016,-8236935.4399357075,4974578.334344885
6931,15142409,Union Square - Interior designer - Private 1 bdr,96024343,Julie,Manhattan,Gramercy,Entire home/apt,299,1,107,2019-09-08,3.03,1,268,2016-10-20,2016,-8236375.502897017,4973192.8882005345
6932,15149137,Private Blu Penthouse Brownstone 1 BR Harlem NYC,7202412,Ephraim,Manhattan,Harlem,Entire home/apt,160,5,110,2019-09-09,3.08,4,159,2016-10-07,2016,-8231606.5759114325,4985165.926725923
6933,15149560,"Private, cozy room in the Center of Manhattan",13442714,Nuan,Manhattan,SoHo,Private room,120,3,27,2019-09-07,0.75,2,38,2016-10-06,2016,-8237427.472085014,4971214.229838589
6934,15149591,1 BDRM in Wyndham Midtown 45 *Great Location!,96098402,Wynpoints,Manhattan,Midtown,Private room,699,3,4,2016-12-18,0.12,12,358,2016-11-18,2016,-8234449.675706293,4976088.885444914
6935,15158194,Sunny Manhattan 1 bedroom  in Landmark Brownstone,7245581,Michael,Manhattan,Washington Heights,Entire home/apt,67,110,5,2019-08-10,0.18,19,361,2017-05-21,2017,-8230783.924874471,4987821.240875385
6936,15159731,Executive Studio Best Location,61391963,Corporate Housing,Manhattan,Kips Bay,Entire home/apt,117,30,11,2019-08-15,0.34,93,337,2017-01-15,2017,-8235373.627479877,4974093.4793144725
6937,15174230,"Clean, Safe, Convenient, Comfy in Harlem NYC",21142670,Michael,Manhattan,East Harlem,Shared room,95,1,7,2018-12-17,0.2,1,180,2016-10-10,2016,-8231087.8270843355,4984020.17222745
6938,15175161,Camping in Nolita,91425821,Kristin,Manhattan,Nolita,Entire home/apt,124,2,1,2016-09-30,0.03,1,0,2016-09-30,2016,-8237150.286552939,4971532.962142667
6939,15178929,Cozy NYC Studio (in Upper Manhattan / East Harlem),53309031,Madison,Manhattan,East Harlem,Entire home/apt,93,2,39,2019-09-02,1.22,1,9,2017-01-30,2017,-8231428.464726164,4982192.2442473415
6940,15181459,Time Square One Bedroom Apt,96361528,Wanhsuan,Manhattan,Theater District,Entire home/apt,160,30,7,2019-07-20,0.2,1,143,2016-11-13,2016,-8235626.322723979,4977057.347962861
6941,15182188,Amazing Location! NYC Midtown Nice Private Bedroom,96368935,Frank,Manhattan,Kips Bay,Private room,89,3,3,2016-10-19,0.08,1,0,2016-10-08,2016,-8235223.3461673055,4974632.698378408
6942,15187369,Clean and Cozy East Village Studio,96413175,Erik,Manhattan,East Village,Entire home/apt,150,9,4,2017-11-15,0.12,1,0,2016-12-16,2016,-8235729.849850417,4971383.141977399
6943,15190958,"Spacious, centrally located one-bedroom in Chelsea",96444546,Tom,Manhattan,Chelsea,Entire home/apt,193,2,44,2019-08-27,1.23,1,68,2016-10-03,2016,-8237249.360899744,4974219.833156324
6944,15191225,Getaway❤️Romantic Retreat in a PRESIDENTIAL SUITE,64065593,ResortShare5,Manhattan,Midtown,Entire home/apt,462,2,3,2018-12-17,0.09,13,283,2016-12-08,2016,-8234640.032035549,4976015.40965755
6945,15191740,★★LUXURY at a MIDTOWN RESORT★★,64065593,ResortShare5,Manhattan,Midtown,Private room,198,2,31,2019-08-30,0.86,13,308,2016-09-28,2016,-8234701.257755485,4976077.129281806
6946,15191882,★★SLEEP ON CLOUD 9 IN OUR DOUBLE BED SUITE★★,64065593,ResortShare5,Manhattan,Midtown,Entire home/apt,198,2,19,2019-09-10,0.57,13,271,2016-12-11,2016,-8234544.297273468,4976012.470637551
6947,15195093,Private Bedroom & Large Living Room - Times Square,33936240,Jeff,Manhattan,Hell's Kitchen,Private room,89,5,1,2016-09-27,0.03,1,0,2016-09-27,2016,-8236457.879320204,4977129.361909013
6948,15203342,"Cosy, Awesome, Private Room in UES",2222500,Valerie,Manhattan,Upper East Side,Private room,80,10,9,2019-05-11,0.27,2,169,2017-01-02,2017,-8232003.986493564,4979650.184568426
6949,15204878,PRESIDENTIAL Condo 1 BDRM Wyndham Midtown 45 NYC,96098402,Wynpoints,Manhattan,Midtown,Private room,749,2,5,2016-12-31,0.14,12,365,2016-10-16,2016,-8234478.6187739,4976068.312168756
6950,15205915,2BdrmPRESIDENTIAL Luxury CONDO In the Heart of NYC,96098402,Wynpoints,Manhattan,Midtown,Private room,799,4,3,2017-01-13,0.09,12,365,2016-10-23,2016,-8234525.372960032,4975844.947958834
6951,15206157,1Bdrm DELUXE Fully Renovated CONDO Wyndham Midtown,96098402,Wynpoints,Manhattan,Midtown,Private room,599,3,8,2017-01-01,0.23,12,365,2016-10-15,2016,-8234670.088298064,4976022.757211422
6952,15206331,"Big Quiet, Clean and Respectful APARTMENT.",46576732,Rosa,Manhattan,Washington Heights,Private room,79,1,7,2017-03-19,0.2,1,0,2016-10-02,2016,-8229769.804313345,4991481.021682994
6953,15206607,STUDIO Condo in luxurious Wyndham Midtown 45 NYC,96098402,Wynpoints,Manhattan,Midtown,Private room,699,3,3,2016-12-11,0.09,12,365,2016-11-27,2016,-8234514.241010955,4975968.38544362
6954,15206836,Studio King Wyndham Midtown 45 Hotel,96098402,Wynpoints,Manhattan,Midtown,Private room,499,3,12,2016-12-18,0.34,12,365,2016-10-07,2016,-8234520.9201804,4976052.147482163
6955,15218066,1Bdrm Deluxe WYNDHAM MIDTOWN 45*Great Location NYC,96098402,Wynpoints,Manhattan,Midtown,Private room,799,3,2,2016-11-05,0.06,12,365,2016-11-03,2016,-8234645.598010088,4976106.5197161045
6956,15218299,Hotel Style KG/QN Room WYNDHAM MIDTOWN 45,96098402,Wynpoints,Manhattan,Midtown,Private room,499,3,7,2016-12-09,0.2,12,365,2016-10-06,2016,-8234533.165324389,4976041.860877348
6957,15218342,Cozy bright studio flat - Soho/Village,49645950,Karen,Manhattan,SoHo,Entire home/apt,189,2,145,2019-09-02,4.09,2,84,2016-10-15,2016,-8238025.257750574,4972054.412972734
6958,15218579,2 Double Bed WYNDHAM MIDTOWN 45 *NYC*,96098402,Wynpoints,Manhattan,Midtown,Private room,649,2,13,2017-10-08,0.36,12,365,2016-10-05,2016,-8234631.126476286,4976063.903615215
6959,15218699,2Bdrm PRESIDENTIAL CONDO Wyndham Midtown 45 Hotel,96098402,Wynpoints,Manhattan,Midtown,Private room,799,4,3,2016-12-28,0.09,12,365,2016-11-09,2016,-8234631.126476286,4976087.415923753
6960,15219855,Spacious one bedroom in Union Sq/Greenwich Village,10920393,Andrew,Manhattan,Greenwich Village,Entire home/apt,275,2,5,2017-01-01,0.14,1,0,2016-10-05,2016,-8236755.102360622,4973341.266997192
6961,15221767,Charming pre-war near Central Park,22862376,Maimouna,Manhattan,Harlem,Entire home/apt,70,30,14,2019-05-31,0.68,1,60,2018-01-01,2018,-8232635.168006363,4982874.552221713
6962,15222972,Minimalistic 1 bedroom in the heart of Manhattan,4071035,D&N,Manhattan,Two Bridges,Entire home/apt,140,3,147,2019-08-29,4.09,1,276,2016-10-02,2016,-8236815.21488565,4969999.617180061
6963,15223434,new sunshine room in chinatown train F is around,89386217,Na,Manhattan,Chinatown,Private room,75,1,330,2019-08-26,9.14,1,90,2016-09-26,2016,-8236663.82037817,4970174.382864492
6964,15226875,Versatile private room in Harlem/Hamilton Heights!,31616043,Edward,Manhattan,Harlem,Private room,65,4,43,2019-07-29,1.28,1,0,2016-12-08,2016,-8232055.19345933,4986382.426942042
6965,15230053,Bluebird Hell's Kitchen 1-BR + Full Service Spa!,95459395,Bluebird,Manhattan,Hell's Kitchen,Entire home/apt,499,30,1,2019-08-11,0.88,24,180,2019-08-11,2019,-8237445.283203541,4977174.92202667
6966,15234771,"LES ‘GEM’ - 1BR APARTMENT, GREAT LOCATION, STOCKED",85923274,Stewart,Manhattan,Lower East Side,Entire home/apt,214,2,15,2019-05-20,0.45,1,0,2016-12-09,2016,-8236192.938932116,4971415.455936494
6967,15238740,Room for rent,17125263,Mario,Manhattan,East Harlem,Private room,75,3,58,2019-08-28,1.62,2,286,2016-10-07,2016,-8230793.943628642,4982378.991905277
6968,15241968,Wonderful Room in South Harlem near Central Park,79738498,Heroni,Manhattan,Harlem,Private room,100,2,12,2017-05-28,0.34,1,0,2016-10-06,2016,-8232959.107724572,4983092.194970281
6969,15247747,Spectacular 3 Bedroom Minutes from Central Park,96159925,Natasha,Manhattan,Harlem,Entire home/apt,600,2,76,2019-08-25,2.19,1,206,2016-11-06,2016,-8231639.971758671,4986610.445675044
6970,15249063,Gorgeous 2 Bedroom apartment /Upper East side,12008116,Cristina,Manhattan,Upper East Side,Entire home/apt,375,1,17,2019-08-07,0.51,1,92,2016-12-18,2016,-8232104.174035279,4978976.921603388
6971,15250435,"Huge Private Bedroom, Patio, + 20min to Midtown",28458209,Brian & Jonathan,Manhattan,Harlem,Private room,59,4,54,2019-09-07,1.56,2,276,2016-11-07,2016,-8231693.405114252,4987319.544435922
6972,15252848,Luxury bedroom - Nomad Chelsea area,52183380,Andy,Manhattan,Chelsea,Entire home/apt,110,30,2,2016-10-22,0.06,1,0,2016-10-10,2016,-8236785.158623136,4974626.821171016
6973,15253883,Spacious & Bright Midtown 1 Bedroom -Elevator Bldg,96867847,Matthew,Manhattan,Midtown,Entire home/apt,175,2,10,2018-08-29,0.29,1,0,2016-10-31,2016,-8233537.969076697,4976598.822634169
6974,15256150,"Newly Renovated, Bright 1 BR in Central Manhattan",27803037,Rebecca,Manhattan,Kips Bay,Entire home/apt,175,3,20,2018-09-17,0.57,1,0,2016-10-28,2016,-8235520.569207725,4974197.794577916
6975,15260962,Luxury 2BR Penthouse in the hearth of Soho (Nyc),26830685,Gaia&Pietro,Manhattan,SoHo,Entire home/apt,850,3,35,2019-08-31,1.06,1,284,2017-01-01,2017,-8237784.80765046,4971973.622995137
6976,15261353,Sunny Studio in Midtown Manhattan,2742827,Christiane,Manhattan,Kips Bay,Entire home/apt,128,2,5,2018-05-28,0.17,1,0,2017-04-22,2017,-8235104.234312157,4974850.157536901
6977,15268792,"Fab Studio with Gym, Doorman & Elevator Sleeps 4",95436015,Abc,Manhattan,West Village,Entire home/apt,450,30,12,2019-01-06,0.36,1,153,2016-12-10,2016,-8238591.87395871,4973070.954835905
6978,15271897,UNION SQUARE / Perfect Cozy Private Room!,97166562,Haru,Manhattan,Gramercy,Private room,82,5,95,2019-08-25,2.79,1,65,2016-11-26,2016,-8236106.109729297,4973188.480943991
6979,15274032,Artistic Room Share with Separate Bathroom Access,97186572,Olive,Manhattan,West Village,Private room,100,1,86,2019-05-13,2.45,2,0,2016-10-26,2016,-8238006.333437139,4972921.111097536
6980,15282411,Private room for 1 or 2 in Chelsea. Prime location,2764786,Lindsay,Manhattan,Chelsea,Private room,120,1,18,2017-01-11,0.52,1,0,2016-11-04,2016,-8237189.248374715,4975320.356045123
6981,15284819,Wyndham Midtown 45 New York City Studio,60085031,Vacation Generation,Manhattan,Midtown,Entire home/apt,125,2,9,2017-09-15,0.31,1,0,2017-05-04,2017,-8234643.371620274,4976065.37313284
6982,15287016,1 bedroom in sunny Nolita apartment,24385779,Lauren,Manhattan,Nolita,Private room,85,2,5,2017-03-11,0.15,1,0,2016-11-20,2016,-8236968.835782944,4971349.359316171
6983,15289766,Historic Townhome for Shoots/Videos,7850260,Raymond,Manhattan,Harlem,Entire home/apt,550,1,2,2018-10-22,0.15,3,88,2018-07-30,2018,-8231564.274504933,4983759.859085341
6984,15294943,Beautiful Private Room near Columbia University,21594748,Gabriel,Manhattan,Morningside Heights,Private room,110,2,5,2017-09-15,0.14,2,0,2016-10-02,2016,-8233878.606718523,4983990.757965143
6985,15296957,Gatsby Room,89388277,Maria,Manhattan,Lower East Side,Private room,118,1,2,2017-08-06,0.07,3,0,2017-06-18,2017,-8236513.5390656,4971427.206493559
6986,15297704,Gatsby Room 2,89388277,Maria,Manhattan,Lower East Side,Private room,118,1,3,2018-02-24,0.15,3,0,2018-01-28,2018,-8236673.839132342,4971430.144135033
6987,15299748,EPIC VIEWS ❤️ Wyndham Midtown 45 at NYC Studio ❤️,64065593,ResortShare5,Manhattan,Midtown,Private room,252,2,3,2018-10-18,0.09,13,298,2016-11-03,2016,-8234660.0695438925,4975991.897522295
6988,15303092,Enjoy NYC and feel like your home!,97454026,Diana,Manhattan,Washington Heights,Private room,60,2,64,2019-08-24,1.79,1,69,2016-10-05,2016,-8230072.593328302,4991241.114610072
6989,15310580,Nice apartment in Gramercy.,27336207,Juan Eduardo,Manhattan,Gramercy,Entire home/apt,120,5,8,2018-02-25,0.23,2,0,2016-11-07,2016,-8235443.758759077,4973679.167712058
6990,15311733,Best of Wall Street (Full Studio ALL yours),28717495,Yasir,Manhattan,Financial District,Entire home/apt,199,2,1,2016-10-10,0.03,1,0,2016-10-10,2016,-8238372.574561848,4969147.862753305
6991,15314054,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,Henry,Manhattan,Upper West Side,Entire home/apt,1000,30,17,2017-04-16,0.47,11,364,2016-10-05,2016,-8235697.567198085,4980041.227598853
6992,15321266,Spacious 1BR Apt / Hamilton Heights,219320,Matt,Manhattan,Harlem,Entire home/apt,120,1,4,2016-10-30,0.11,1,0,2016-10-09,2016,-8231623.273835053,4986148.5293916
6993,15323284,Comfortable Chelsea Room,2657430,Rahul,Manhattan,Chelsea,Private room,110,7,3,2018-08-03,0.18,2,0,2018-05-05,2018,-8237648.997871693,4975067.621534701
6994,15325255,Wyndham Studio Condo with Kitchen SPECIAL TODAY!,96098402,Wynpoints,Manhattan,Midtown,Private room,269,3,8,2016-12-06,0.23,12,365,2016-10-28,2016,-8234545.410468375,4975793.516133761
6995,15327553,Huge Room in Ideal LES location,97513787,Daniel,Manhattan,Chinatown,Private room,65,21,20,2018-12-12,0.82,4,330,2017-09-13,2017,-8236898.704503745,4970529.798345462
6996,15340854,Amazing Townhouse in Harlem,97808036,Chelsea,Manhattan,Harlem,Entire home/apt,600,4,19,2019-08-31,0.56,1,115,2016-11-26,2016,-8231191.3542107735,4984164.303394217
6997,15341726,Lovely Large Bedroom in West Harlem,42325192,Lauren,Manhattan,Harlem,Private room,75,3,13,2019-08-04,0.38,1,70,2016-11-26,2016,-8232194.342822821,4985037.9603078235
6998,15344255,"Trendy, Fully-Renovated Studio in West Chelsea",97842006,Michael,Manhattan,Chelsea,Entire home/apt,225,1,58,2019-09-07,1.73,1,1,2016-12-11,2016,-8238055.314013087,4974983.867935508
6999,15344749,Comfy Apt in Chinatown/Lower East Side,30702769,Raymond,Manhattan,Chinatown,Private room,100,1,162,2019-08-25,4.54,1,265,2016-10-08,2016,-8237022.269138525,4970108.294633376
7000,15347268,Modern Luxury 2 Bed/ 2 Bath apartment in Midtown!,836168,Henry,Manhattan,Midtown,Entire home/apt,2000,30,4,2017-03-11,0.11,11,364,2016-10-06,2016,-8235763.245697654,4976160.89225263
7001,15355575,"Homey private room in Inwood, Manhattan",57954964,Sarah & JC,Manhattan,Inwood,Private room,50,2,7,2018-10-08,0.21,1,159,2017-01-01,2017,-8228436.196813639,4993047.185920788
7002,15355844,"Big East Village bedroom, heart of Manhattan",32707981,Ben,Manhattan,East Village,Private room,120,2,5,2017-04-09,0.15,4,0,2016-11-20,2016,-8236463.445294744,4971710.6929631205
7003,15356132,1 RM in 3BR Brownstone: Quiet Upper East Side St.,16390627,Danny,Manhattan,Upper East Side,Private room,55,8,1,2018-01-01,0.05,1,0,2018-01-01,2018,-8231793.592655967,4978813.757872007
7004,15358881,Meatpacking Triplex - A small home within NYC,67097911,J.J.,Manhattan,Chelsea,Entire home/apt,300,2,7,2017-08-05,0.2,1,0,2016-10-16,2016,-8238194.463376578,4974215.425436669
7005,15359119,"Spacious, Sunny,  1 Bdrm Apt w/ King Bed",17796102,Gabriella,Manhattan,Inwood,Entire home/apt,90,26,4,2019-06-27,0.29,1,118,2018-07-28,2018,-8229804.31335549,4991871.067255163
7006,15360364,Cozy private room on the UES,51007432,Kristina,Manhattan,Upper East Side,Private room,78,1,73,2019-05-17,2.05,1,346,2016-10-09,2016,-8231833.667672651,4979048.949703434
7007,15360787,Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,98053423,Michelle,Manhattan,Harlem,Private room,125,1,37,2019-09-08,2.64,1,148,2018-07-20,2018,-8231436.257090518,4984309.90744849
7008,15361785,Central Park Sanctuary,97833986,Caro & Allen,Manhattan,Upper West Side,Private room,77,4,100,2019-09-01,2.89,1,122,2016-11-10,2016,-8235020.7446940625,4979726.627839256
7009,15363266,Beautiful 1 bedroom apartment,3485640,Sophie,Manhattan,Washington Heights,Entire home/apt,120,3,6,2019-07-25,0.18,1,0,2016-11-26,2016,-8231258.14590525,4988611.354740665
7010,15370219,Modern Apartment in Manhattan,30494687,Eduardo,Manhattan,Harlem,Private room,90,3,3,2017-07-01,0.08,1,0,2016-10-11,2016,-8231952.7795278,4984190.776697053
7011,15374796,Large UWS Apt close to Central Park,7610841,Jenny,Manhattan,Upper West Side,Private room,115,2,73,2019-08-20,2.4,2,290,2017-03-15,2017,-8233405.498882652,4983015.725343472
7012,15377806,Modern Room Uptown,8903368,Judith,Manhattan,Harlem,Private room,100,1,3,2017-05-21,0.08,1,0,2016-10-10,2016,-8231416.219582176,4985339.493055112
7013,15379480,In ❤️ of West Village- Entire Apt,16810685,Jennifer,Manhattan,Greenwich Village,Entire home/apt,183,1,189,2019-09-02,5.33,1,287,2016-10-15,2016,-8237532.112406358,4972404.02093554
7014,15392689,"Private, Spacious Bedroom in Harlem, single bed",7055854,Diane,Manhattan,East Harlem,Private room,5000,4,1,2019-01-27,0.13,5,255,2019-01-27,2019,-8231202.486159853,4983242.194824533
7015,15393637,Uptown NEVER Felt so in the Middle of Everything,37435847,Jay,Manhattan,East Harlem,Entire home/apt,100,1,73,2018-12-28,2.22,1,0,2016-12-29,2016,-8231548.68977622,4982201.066890938
7016,15394503,Cozy East Village Studio,7025954,Nathan,Manhattan,East Village,Private room,99,3,11,2017-10-30,0.31,1,0,2016-10-10,2016,-8235705.359562442,4971405.1742106555
7017,15396328,Private Room in Heart of East Village!,14295824,Josephine,Manhattan,East Village,Private room,80,4,7,2019-01-03,0.3,1,0,2017-10-09,2017,-8235680.869274468,4972183.678325672
7018,15396351,Bright studio in the heart of historic Harlem,20368225,Jessica,Manhattan,Harlem,Entire home/apt,200,2,108,2019-08-29,3.44,3,133,2017-02-14,2017,-8231540.897411864,4984142.242363379
7019,15399008,Spacious room in relaxing 2 BDR UWS apartment,46221302,Lana,Manhattan,Upper West Side,Private room,95,6,4,2019-05-02,0.14,1,0,2017-05-18,2017,-8234637.805645733,4982677.501486512
7020,15406357,Gorgeous Sunlit Modern Room on the Lower East Side,897121,Lori,Manhattan,Lower East Side,Private room,85,1,144,2019-08-31,4.28,1,9,2016-12-09,2016,-8236694.989835594,4970891.101704143
7021,15411277,Discounted! Cute Unique 2BR Apartment in SoHo,1475812,Ignani,Manhattan,Nolita,Entire home/apt,275,2,40,2019-08-16,1.32,3,7,2017-03-22,2017,-8237164.758086741,4971446.301178908
7022,15411945,"Clean, cozy bedroom in luxury building",28007844,Nan,Manhattan,Midtown,Private room,108,1,1,2017-01-03,0.03,1,0,2017-01-03,2017,-8236597.028683697,4974741.42735276
7023,15411988,Honey and milk - A creative studio apartment.,98714463,Georges,Manhattan,Hell's Kitchen,Private room,110,3,103,2019-08-31,2.9,1,140,2016-10-15,2016,-8237085.721248278,4977069.105305562
7024,15421279,comfortable private room in Hamilton Heights,21600813,Sajad,Manhattan,Harlem,Private room,50,2,28,2018-08-26,0.8,1,0,2016-10-24,2016,-8231907.138536574,4987285.706601974
7025,15423552,Manhattan Upper West Side 1 BR by Central Park,98853519,Joe,Manhattan,Upper West Side,Entire home/apt,174,4,12,2019-01-03,0.4,1,56,2017-04-03,2017,-8233407.725272468,4983193.665207671
7026,15425744,"Charming ,cozy private bedroom",96892684,Yahaira,Manhattan,Washington Heights,Private room,65,1,115,2019-09-06,3.45,1,260,2016-12-18,2016,-8231583.198818367,4988656.968482159
7027,15430782,Most walkable location for fun,14016646,Justin,Manhattan,Greenwich Village,Private room,100,5,18,2017-10-29,0.52,1,0,2016-11-12,2016,-8237566.621448505,4972542.104835905
7028,15433822,Large and bright cozy room in Manhattan,49699620,Louise,Manhattan,Upper East Side,Private room,100,7,13,2018-01-02,0.38,3,0,2016-11-27,2016,-8231980.609400499,4979617.843364748
7029,15436871,Entire Spacious 2 Bed Apt on UWS,7610841,Jenny,Manhattan,Upper West Side,Entire home/apt,375,2,54,2019-09-07,1.91,2,291,2017-05-21,2017,-8233384.3481794,4983140.724082643
7030,15437906,Southern comfort in Harlem,65147357,Tony,Manhattan,East Harlem,Private room,80,1,15,2019-06-02,0.42,1,0,2016-10-14,2016,-8230449.96640209,4982214.300871279
7031,15447090,"Luxury Condo, High Fl, River Views, Balcony, Food",96996010,Laurence,Manhattan,Murray Hill,Private room,205,1,24,2019-09-01,0.87,1,365,2017-06-08,2017,-8234545.410468375,4975092.600817295
7032,15449434,LARGE CENTRAL & COZY BEDROOM,64205687,Letty,Manhattan,Hell's Kitchen,Private room,69,4,132,2019-09-10,3.74,1,178,2016-10-21,2016,-8236404.445964623,4977442.4082936
7033,15450257,A home away from home in the heart of the UES:),30116728,Emily,Manhattan,Upper East Side,Entire home/apt,125,5,1,2018-01-01,0.05,1,0,2018-01-01,2018,-8232242.210203863,4980421.995070589
7034,15452258,COZY COOL ROOM IN MANHATTAN APT / Manhattan,37579015,Ana,Manhattan,Hell's Kitchen,Private room,98,1,46,2019-08-09,1.31,5,104,2016-10-22,2016,-8236879.78019031,4976548.856430769
7035,15452878,Discounted! Comfy and quiet room in SoHo.,1475812,Ignani,Manhattan,Nolita,Private room,130,1,123,2019-06-07,3.55,3,8,2016-11-08,2016,-8237083.494858461,4971281.79434392
7036,15455678,Comfortable and convenient  space for you!,48909179,Darris,Manhattan,Harlem,Private room,49,2,55,2018-12-11,1.57,1,0,2016-10-29,2016,-8232031.816366264,4987054.729740059
7037,15462208,Spacious 2 Bedroom Apartment by Central Park,26073602,Anna,Manhattan,East Harlem,Entire home/apt,145,2,101,2019-01-12,2.87,1,0,2016-10-25,2016,-8231872.62949443,4982261.355168906
7038,15465050,"Full Size Bed, Private Bathroom & Shower",44350279,Jp,Manhattan,Gramercy,Private room,90,2,96,2019-08-25,2.7,4,276,2016-10-14,2016,-8236228.56116917,4973115.026960833
7039,15468038,Urban Rustic Retreat - Shared Space,21105084,Sugeiry,Manhattan,Harlem,Shared room,65,1,23,2018-06-29,0.76,2,0,2017-03-14,2017,-8232401.397075698,4985348.318544159
7040,15476467,Large Space and Comfy Couch in New Apartment,13069275,Aleisha,Manhattan,Harlem,Private room,85,1,22,2019-09-10,0.62,1,325,2016-10-18,2016,-8232827.750725435,4986188.247448321
7041,15485880,Private entire floor/in duplex apartment...,99434002,Leo,Manhattan,East Village,Entire home/apt,149,4,96,2019-09-06,2.74,1,84,2016-10-29,2016,-8235279.0059127025,4971804.700653997
7042,15492561,Great 1 bedroom full Apartment!,7765138,Ally,Manhattan,Upper East Side,Entire home/apt,120,2,13,2017-04-12,0.37,1,0,2016-10-25,2016,-8232893.429225004,4980029.466677809
7043,15494542,Amazing Bedroom in Manhattan Midtown East Condo,31661494,Elise,Manhattan,Murray Hill,Private room,150,2,81,2019-09-08,2.4,1,106,2016-12-04,2016,-8234965.084948665,4975267.457583426
7044,15494796,Private Guest Room in Charming West Village Duplex,390117,Coco,Manhattan,West Village,Private room,250,3,8,2019-04-28,0.23,2,0,2016-10-24,2016,-8238755.513610177,4972806.5262593
7045,15494968,Inviting Photographer's Loft in Tribeca,728477,Peter,Manhattan,Tribeca,Entire home/apt,375,5,4,2019-09-11,0.35,1,268,2018-10-08,2018,-8238540.6669929465,4971531.493306377
7046,15495132,LARGE 2 BEDROOM APT NEAR CENTRAL PARK,9293730,Inna,Manhattan,East Harlem,Entire home/apt,95,30,12,2019-05-14,0.35,17,302,2016-11-28,2016,-8231363.899421504,4981143.876866276
7047,15495202,"*Lux Doorman,New & Modern ,Grand Central",52950465,Gal,Manhattan,Midtown,Entire home/apt,129,30,2,2017-08-15,0.06,8,356,2016-12-22,2016,-8234584.372290154,4975999.245058484
7048,15495653,Location Central Park ( only female guest ),3250450,Petya,Manhattan,Upper West Side,Private room,53,31,2,2017-10-27,0.06,18,316,2016-10-21,2016,-8234028.888031094,4981261.500138105
7049,15495897,Midtown East Stunner,61391963,Corporate Housing,Manhattan,Midtown,Entire home/apt,125,30,8,2019-01-17,0.33,93,354,2017-09-17,2017,-8234181.39573348,4976406.307196152
7050,15497568,Quite & Cozy High Raise Atmosphere,23895443,Eva,Manhattan,Harlem,Private room,99,1,2,2019-01-01,0.08,1,83,2017-09-07,2017,-8232973.579258375,4985158.572288628
7051,15497821,Bluebird Hell's Kitchen 2-BR + Killer City Views,95459395,Bluebird,Manhattan,Hell's Kitchen,Entire home/apt,748,30,1,2018-06-17,0.07,24,365,2018-06-17,2018,-8237563.281863782,4977072.04464345
7052,15500135,NYC Elegance steps 2 Central Park see all pictures,99552750,Wendy,Manhattan,Upper East Side,Entire home/apt,190,4,89,2019-08-16,2.59,1,84,2016-11-16,2016,-8233950.96438754,4977514.425078457
7053,15506908,Be a New Yorker for a few days,39461895,Shai,Manhattan,Nolita,Entire home/apt,229,10,9,2019-05-26,0.26,1,124,2016-10-24,2016,-8237188.135179807,4971159.88481443
7054,15508399,Doorman Huge 2 bed with 3 Beds 5145,16098958,Jeremy & Laura,Manhattan,Hell's Kitchen,Entire home/apt,202,30,3,2017-09-06,0.1,92,259,2017-03-31,2017,-8236240.806313157,4978037.665008798
7055,15509545,2Bedroom apt.+WF(1-5 guests) Private Bath/Kitchen,99643776,Claire,Manhattan,Lower East Side,Entire home/apt,250,3,52,2019-09-08,1.67,2,119,2017-02-23,2017,-8236919.855206996,4970844.102137843
7056,15511681,"Quiet, Cozy, ELEVATOR, Queen Bedroom near Subway!",10703290,Mike,Manhattan,Upper East Side,Private room,90,2,62,2019-08-03,1.75,3,3,2016-10-18,2016,-8231977.269815776,4978981.331471797
7057,15511749,"New Listing---Clean, Spacious 1-Bedroom in SoHo",99665419,Nicole,Manhattan,SoHo,Entire home/apt,75,4,9,2018-10-17,0.47,1,0,2018-02-11,2018,-8238374.800951664,4971703.348650343
7058,15518025,"Cozy East-Village Walk, Blocks from Union Square",24634123,Amanda Brooke,Manhattan,East Village,Entire home/apt,250,5,1,2016-10-18,0.03,1,0,2016-10-18,2016,-8236066.034712611,4972565.6086727865
7059,15519679,Private Room in Beautiful Apartment,2276763,Kristy,Manhattan,Harlem,Private room,40,5,3,2019-01-01,0.14,1,0,2017-12-26,2017,-8230780.585289747,4985354.20220796
7060,15520060,Charming Home in Chelsea,1098809,Michael,Manhattan,Chelsea,Entire home/apt,200,3,44,2019-08-01,1.25,1,266,2016-10-23,2016,-8237398.529017407,4974425.528951448
7061,15521674,Nice Room in Charming Apt.,8338942,Victor,Manhattan,Nolita,Shared room,65,4,8,2019-05-18,0.23,4,20,2016-10-16,2016,-8237177.003230728,4971463.927075407
